Transporter,Address,Numbers,Contact Person
CHAWLA TRAVEL SERVICES,"shop no.23- residency road- sadar- nagpur - 440001 , nagpur","Contact No : 9890830358, 712, 6630592,",Contact Person : mr. manish chawla
JAI AMBEY LOGISTIC.CO,"124- kapsi khurd- near saibaba katta- bhandara road- , nagpur","Contact No : 9823014351, 07109278131,",Contact Person : rajesh tripathi
SP GOLDEN TRANSPORT PVT. LTD.,"4- gurukrupa palace- ist floor- wardhamana nagar- opp. haldiram factory- nagpur , nagpur","Contact No : 9371636063, 0712, 2681744, 2681244, 3295411,",Contact Person : gs chauhan
ACHARYA BROTHERS & ACHARYA LOGISTICS,"shop no.106- saileela apartment- near dipti signal crossing chikhley layout- nagpur , nagpur","Contact No : 9823279725, 9326080070, 9373954900, 9373104484, 9325525656, 3254900,",Contact Person : yogesh bhai
ORANGE AIR TRAVELS,"rohera arcade- 4 th floor ajni square�wardha road- nagpur -440015 , nagpur","Contact No : 9370699519, ,",Contact Person : ramdas deshmukh
CHOUDHARY GOODS TRANSPORT CO.,"w-18- transport nagar bhandara road- nagpur , nagpur","Contact No : 9373282342, 0712, 2032034, 0712, 3242577,",Contact Person : indra kumar choudhary
JAIPUR NAGPUR ROADWAYS,"umiya industries area- near suruchi masale- bhandara road- nagpur , nagpur","Contact No : 9373107465, 07109, 278035, 278135,",Contact Person : amarjeet singh
DWARKA NEW MOGA ROADLINES,"305- shaileh nagar- wathoda ring road- nagpur , nagpur","Contact No : 9370940047, 9923525457, 0712, 3243157,",Contact Person : ravindra kalbende
NIKHIL CARRYING CORPORATION,"58- gangabai ghat road-old bagadganj- nagpur , nagpur","Contact No : 9823061945, 9326041258, 2766430, 2770306,",Contact Person : vk singh
BLUEBELT LOGISTICS SOLUTIONS PVT LTD,"201-ramkrishna apartment- gokulpeth-nagpur , nagpur","Contact No : 8149022226, , 8149022226",Contact Person : shrenik mundada
HARSHVARDHAN CARGO EXPRESS,"plot no. 53- office no. 101-� amravati road�waddhamna- nagpur -440023 , nagpur","Contact No : 8237692021, 9322607799, ,",Contact Person : sandeep singh
DIAMOND TRANSPORT CORPORATION,"12a- abc tower- telephone exchange- ca road nagpur , nagpur","Contact No : 9881195339, 9420567039, 9545263786, 9370312777, 2766042, 2763545, 2731902, 2770418,",Contact Person : p shankar
ARL ROADLINES,"plot no.118/119- vikas nagar- khargaon road- wadi- nagpur , nagpur","Contact No : 9373428939, 9326933151, ,",Contact Person : fg diwan
MARUTIA LOGISITCS,"45- b-wing- ist floor- chawla complex- amravati road- wadi- nagpur , nagpur","Contact No : 9923333746, 07104, 329471,",Contact Person : akhilesh singh
SHREE CHINTAMANI CARGO SERVICE,"p.no.630- shivashakti nagar- near indira gandhi high school- amravati road- wadi- nagpur , nagpur","Contact No : 9325092126, 9325668694, 07104, 223363,",Contact Person : mahadeo bhorkar
MEGHASHREE LIFE COVER MULTISERVICES PVT. LTD.,"204- sidhesh sai darshan complex- raghuji nagar- nagpur - 440027 , nagpur","Contact No : 9372415691, ,",Contact Person : mr. vivek deogirkar
MALLAIYA TRANSPORT CO.,"shop no.43- jai prakash housing society- near yadav nagar- kamptee road- nagpur , nagpur","Contact No : 9422105387, 9422104652, 8600112387, 2635052,",Contact Person : satpal singh
COMMERCIAL CARRIER OF INDIA,"opp. panchsheel petrol pump- amravati road- wardhamana- nagpur , nagpur","Contact No : 9325209120, 9372344129, 07104, 324252, 07104, 240188,",Contact Person : pawan kumar verma
PALGHAR GOLDEN TRANSPORT SERVICE,"shiv shakti nagar opp. dattawadi police station wadi nagpur , nagpur","Contact No : 9326371193, 9422831376, 9422831377, 9325344140, ,",Contact Person : ismal khan
BOMBAY KANPUR ROADWAYS,"shop no.1- 2- nirmal complex- opp. sharda ispat- kamptee road- nagpur , nagpur","Contact No : 9422104321, 9730031721, 9827915721, 2644241, 2634721, 2641462,",Contact Person : bansilal makad
APOLLO RELOCATION SERVICES INDIA PVT. LTD.,"no. 52� triveni complex�wadi- nagpur -440023 , nagpur","Contact No : , 0712 , 3275066,",Contact Person : NULL
MP BENGAL ROADWAYS,"548- opp. automotive manufacture ltd. ring road teka naka nagpur , nagpur","Contact No : 942280835, 9890100435, 8888888435, 9372253535, ,",Contact Person : surjeet singh oberoi
ARORA TRANSPORT,"101 surya nagar kalamna road nagpur , nagpur","Contact No : 9970165173, 9373105421,",Contact Person : anil kumar arora
DCL EXPRESS,"shop no 1 pragati colony near chhatrapati sqr opp sai mandir wardha road , nagpur","Contact No : 8888803182, 07126605165,",Contact Person : hemant
TAJSHREE AUTO,"plot no. 679- umiya plaza- ghat road- nagpur - 440018 , nagpur","Contact No : , 0712, 2730333,",Contact Person : NULL
SAHARA PICK PACK & MOVE PVT. LTD.,"plot no. 14� verma layout- khadgaon road�wadi- nagpur -440023 , nagpur","Contact No : 9049989907, ,",Contact Person : choudhary
JAIPUR GOLDEN TRANSPORT CO PVT LTD,"22 pandey lay out khadgaon road wadi nagpur mh 23 , nagpur","Contact No : 9370249796, 07104222310,",Contact Person : manoj singh
GUJRAT INDORE ROADWAYS,"ram mohan complex- amravati road�wadi- nagpur -440023 , nagpur","Contact No : 9850356805, 0710 , 4325587,",Contact Person : prakash
NEW BOMBAY ROADLINES,"papa patel complex- ist floor- shop no.2- near new hanuman mandir- amravati road- wadi nagpur , nagpur","Contact No : 9324381291, 9371329395, 07104, 329395,",Contact Person : rupesh shah
SHARK ROADWAYS PVT. LTD.,"shop no.3- sneha complex- plot no.4181- opp. duttawadi bus stop amravati road- nagpur , nagpur","Contact No : 9373213124, 07104, 288163,",Contact Person : dc tripathi
SAFE AND SECURE LOGISTICS P LTD.,"48 shiv shakti bhawan-amravati road waddhaman-nagpur. , nagpur","Contact No : 8956789955, ,",Contact Person : sudershan verma
MULTANI FREIGHT CARRIER,"opp. sharda ispat ltd. near bkr transport automotive square- kamptee road- nagpur , nagpur","Contact No : 9372331515, 9370505168, 0712, 6574355,",Contact Person : ls multani
CONTINENTAL ROADWAYS,"c-24- transport nagar- bhandara road- nagpur , nagpur","Contact No : 9373105692, 0712, 3298622, 0712, 2771918,",Contact Person : mukesh gupta
NEW SARKAR ROADWAYS,"plot no.2- kharbi ringh road- mayurpet- nagpur , nagpur","Contact No : 9422147215, 9423684668, 0712, 27140474, 2712974, 2715419, 2713678,",Contact Person : hussain bhai
CONCOR,"new reo- 1st floor-� bpcl building� - no 7- chitnis marg�civil lines- nagpur -440001 , nagpur","Contact No : , 0712 , 2540406, 0712 , 2554485,",Contact Person : dinesh kumar
KK CROSSING CENTRE,"plot no.17/18- bhushan layout- teka naka- near hp gas godown- kamptee road- nagpur , nagpur","Contact No : 9373102543, 9325339398, 0712, 2655985,",Contact Person : ravi arora
HERO PUCH PLAZA,"c/o ashish satija nandanvan- nagpur -440009 , nagpur","Contact No : , 0712 , 6426441,",Contact Person : ashish satija
BATCO EXPRESS,"plot no. 7- adarsh nagar�wadi- nagpur -440009 , nagpur","Contact No : 9372203332, ,",Contact Person : moshin
GLOBAL LOGISTICS,"142- small factory area bagadganj kalamana road nagpur , nagpur","Contact No : 9764911000, 9730006731, 9923106731, 0712, 2766464, 0712, 3290621,",Contact Person : rajat agarwal
KOLKATTA TRANSPORT SERVICE,"usha plaza 1322- amravati road- opp. shahanshah hotel- near nagpur goods transport co. waddhamana- nagpur , nagpur","Contact No : 9373152946, 9975446645, 9975448007, 9372609610, 9372609611, 07104, 322948,",Contact Person : arun kumar singh
REACH CARGO MOVERS PVT. LTD.,"shri krishna complex- bhandara road�kapsi b.k.- nagpur -441102 , nagpur","Contact No : 9372399223, ,",Contact Person : NULL
BLUEBELT LOGISTICS SOLUTIONS PVT LTD,"201-ramkrishna apartment- gokulpeth-nagpur , nagpur","Contact No : 8149022226, , 8149022226",Contact Person : shrenik mundada
MADC LTD.,"ramgiri road�civil lines- nagpur -440001 , nagpur","Contact No : , 0712 , 2527971,",Contact Person : r c sinha
BALAJI LOGISTICS PVT. LTD.,"35-a- midc road- first floor- wadi- beside modern college- nagpur - 440023 , nagpur","Contact No : 9766773744, 0712, 4323288,",Contact Person : mr. dinesh singh
SUPREME TRANSPORT ORGANIZATION PVT.LTD.,"gandhibagh , nagpur","Contact No : 9371622333, 07122721133,",Contact Person : deviprasad tembhare
PRIYANKA FREIGHT CARRIERS,"1135- raj bhavan- jalalpura- gandhibagh- ca road- nagpur , nagpur","Contact No : 9422112264, 9422861664, 2738609,",Contact Person : prithvi raj
RR ROADWYAS P. LTD.,"206- krishna complex- kapsi khurd bhandara road nagpur , nagpur","Contact No : 9823454988, 9764874639, 07109, 278010, 278152,",Contact Person : surender gautam
BERALIYA ROADLINES PVT LIMITED,"91 chhaprunagar c a road nagpur , nagpur","Contact No : 9890361981, 2765120,",Contact Person : sunil agrawal
PRASANNA CARGO,"plot no. 1a & 1b� prasanna cargo complex- waddhamana�amravati road- nagpur -440001 , nagpur","Contact No : 9923800604, ,",Contact Person : amol maindarkar
AGARWAL SPEED LINK PVT. LTD.,"2-� varma complex�wadi- nagpur -440023 , nagpur","Contact No : 9372651061, 9890934181, ,",Contact Person : ashok
MAHARASHTRA UP ROADWAYS,"shivshakti nagar opp. police station amravati road- wadi nagar , nagpur","Contact No : 9420565391, 9764574083, 07104, 325028, 327728, 221087,",Contact Person : ashok shukla
SHIV SHAKTI TRANSPORT CO. (I),"NULL , nagpur","Contact No : 9960014129, 9673050777, 8055478262, 8888697975, 07104, 310440,",Contact Person : n ganesh
SUGAM PARIVAHAN LIMITED,"maa santoshi bhawan- room no .2 - 2nd floor -opp hotel payal- amravati road- wadi- nagpur , nagpur","Contact No : +917028028405, +919595636973, +918600359899, +91 7104 329554,",Contact Person : amit kumar pandey| mohan digrase
EXPRESS ROAD CARRIERS,"48 kedar nathji mension- telephone exchange chowk central avenue road- nagpur , nagpur","Contact No : 9372336399, 9422806539, 2736986,",Contact Person : pawan garg
ORISSA FREIGHT CARRIER,"block no.a/5- transport nagar- free zone- wardhamana nagar- bhandara road- nagpur , nagpur","Contact No : 9923692657, 9422802357, 0712, 2681757, 2790701, 2022257, 278207,",Contact Person : s karnail singh kamboj
AJANTA TRANSPORT CORPORATION,"plot no.2/3- ashish complex- near gurudwara amravati road- wadi- nagpur , nagpur","Contact No : 9370279255, 9225222339, 0712, 2500238,",Contact Person : subhash sahani
KATARIA TRANSPORT AND COMPANY,"jeet bar complex kapsi nagpur , nagpur","Contact No : 9822871575, ,",Contact Person : jai prakash yadav
AJANTA TRANS-LOGISTICS,"284- samaj bhushan society- tawakkal layout- behind sheel complex- opp. ajay electronics- wadi nagpur , nagpur","Contact No : 9370420496, 9273630360, 07104, 288108,",Contact Person : sunil tiwari
VAIBHAV BODY BUILDERS & FABRICATORS PVT. LTD.,"173- teka naka- kamptee road- nagpur - 440026 , nagpur","Contact No : 8806588408, 712, 2640129,",Contact Person : mr. dhiraj ramesh pande
ASHOKA ROADWAYS,"behind gulshan petrol pump- amravati road control wadi- nagpur , nagpur","Contact No : 9371457771, 07104, 323271,",Contact Person : ashok singh
ARYAN ENTERPRISES,"plot no:52- thaware nagar- near gramin police head quarter- kamptee road- nagpur - 440014 , nagpur","Contact No : 9766790190, ,",Contact Person : mr. rajendra w lehgaonkar
DAMPRO INTEGRATED LOGISTIC,"2nd floor� gokul keshav apartments- deo nagar square�khamla road- nagpur -440015 , nagpur","Contact No : 9373289755, 0712 , 2221941,",Contact Person : NULL
R.B. ROADLINES,"plot no.5 triveni complex- shivshakti nagar-opp. dattawadi police station-wadi- nagpur. , nagpur","Contact No : 9325154747, ,",Contact Person : satish kumar singh
VIKAS INTERNATIONAL,"no. 292/01- 4th floor� chandak mansion central avenue road- nagpur -440008 , nagpur","Contact No : 9326173426, 9823032462, ,",Contact Person :
STAR WORLD PACKING & SHIPPING CO.,"plot no. 103 � vikas nagar- khadgaon road �wadi- nagpur -440023 , nagpur","Contact No : 9370103601, ,",Contact Person : NULL
BONDRE TRANSPORT COMPANY,"apmc kalamana building no.7- shop no.1- near kalmana railway goods shed road- nagpur , nagpur","Contact No : 9372391375, 9373104009, 9403215316, 9421802374, 2684375, 2684553, 2713199,",Contact Person : NULL
THE DAHARWAL TRANSPORT,"sita buildi nagpur , nagpur","Contact No : 9066407145, 9617267909,",Contact Person : p daharwal
CHEEMA FREIGHT CARRIER,"yadav nagar- near petrol pump- beside lucky motor- nagpur , nagpur","Contact No : 9373210449, 8087150727, 9370906882, 0712, 3275047,",Contact Person : gurmej singh cheema
UNIVERSAL ROADWAYS,"opp nehru putla- badkas sq�itwari- nagpur -440002 , nagpur","Contact No : , 0712 , 2760422,",Contact Person : rohit pande
SATYAM TRANSPORT SERVICES,"shop no 66- near rahul restaurent- wadi t point�amravati road- nagpur -440023 , nagpur","Contact No : 9422165716, ,",Contact Person : NULL
NAGPUR MANGLORE RD LINES,"block no d/3- verdhaman nagar- rajkot nagar- near holdirams bhim chowk- nagpur -440008 , nagpur","Contact No : 9326175559, 0712 , 2681784,",Contact Person : r r pal
RITU PACKERS,"NULL , nagpur","Contact No : 9373101916, 0712, 6583456,",Contact Person : NULL
