Transporter,Address,Numbers,Contact Person
COVAI SEENU AND COMPANY,"18/108a- 7th street- ambattur industrial estate- tatabad coimbatore- chennai , chennai","Contact No : 9442549300, 44, 2492208,",Contact Person : NULL
CRESCENT ROADWAYS PVT. LTD.,"no.113/0- ph road- gee gee shroff centre- chennai , chennai","Contact No : , 26153572, 32969025,",Contact Person : NULL
KRISHNA PACKERS & MOVERS,"11-a- lakshmipuram- 2nd st.- villvakkam- chennai , chennai","Contact No : , 26186365,",Contact Person : NULL
SHEKAR LOGISTICS PVT. LTD.,"br. mth road- opp. kaveri theatre tiruninravur- chennai , chennai","Contact No : 9841182166, 9840428259, 26344450,",Contact Person : NULL
PMG CONTAINERS PRIVATE LIMITED,"academy court- 4th floor- purasawalkam high road-chennai - 600 007- tamil nadu- india , chennai","Contact No : 9566155799, ,",Contact Person : mr. prasanna kumar (manager)
PEGASUS LOGISTIC SOLUTIONS PVT LTD.,"no108/24- vaithiyanathan street- tondiarpet- chennai-600081 , chennai","Contact No : 9962331640, 04429560550, 9962331640",Contact Person : sathish kannan
PRAKASH ROADLINES LTD.,"no.179- broadway- chennai , chennai","Contact No : 9042235209, 044, 25245456,",Contact Person : NULL
PRIME PACKERS,"305- v. kottam high road- n. bakkam- selva plaza- chennai , chennai","Contact No : 9840020526, 28270560, 52,",Contact Person :
SRI RAMDAS MOTOR TRANSPORT LTD.,"112 (old no.78) gn chetty road- t.nagar- chennai , chennai","Contact No : , 28157942, 28156073,",Contact Person : NULL
SLB LOGISTICS P. LTD.,"65 (old no.34) ebrahim sahib street first floor- chennai , chennai","Contact No : 9884811183, 25241404, 25241405,",Contact Person : NULL
GLOBE INTERNATIONAL CARRIERS P. LTD.,"no.15- mmm tower room pilliyar koil street kavangrai puzhal- , chennai","Contact No : 9362356634, 9345082332, 25223879,",Contact Person :
SURAT GOODS TRANSPORT P. LTD.,"no.7- 2nd floor- golden enclave no.184- ph road- chennai , chennai","Contact No : 9344225115, 25321959, 92, 26421764,",Contact Person : NULL
AVM PARCEL SERVICE,"28 basin water work st.- chennai , chennai","Contact No : , 25292124,",Contact Person : NULL
JANTA ROADWAYS P. LTD.,"d-2- thyagaraja complex- 853- poonamallee high road- kilpauk- chennai , chennai","Contact No : , 044, 26400124,",Contact Person : NULL
MUMBAI SOUTHERN ROADWAYS PVT. LTD.,"83/2- poonamallee by-pass road- opp. johnson lift- chennai , chennai","Contact No : 9282158873, 65361768, 65681424,",Contact Person : NULL
OM GANAPATHI ROADLINES MSM PACKERS & MOVERS,"47th road- nerkundram- chennai , chennai","Contact No : , 65944779,",Contact Person : NULL
SUNRISE FREIGHT MOVERS P. LTD.,"old no.151- new no.10- ist floor- choolai high road- chennai , chennai","Contact No : , 26692279, 80, 84,",Contact Person : NULL
ROADLINES INDIA PVT. LTD.,"72- kamaraj high road- perungulathur- chennai , chennai","Contact No : 9382103949, ,",Contact Person : NULL
SOUTH ROADLINES,"21 (old no.23) north mada st.- koy.ambedu- chennai , chennai","Contact No : 9443645999, 9283232396, 7, 24793093, 6093,",Contact Person :
AV TRANSPORT P. LTD.,"no.158- thiruneernalai road- kwompet- chennai , chennai","Contact No : 9841747490, 79, 22210555,",Contact Person : NULL
GR PACKERS & MOVERS,"125 (old no.24) railway road- k bakkam- chennai , chennai","Contact No : 9382127680, 24830229, 24800686, 24848644,",Contact Person :
ATO INDIA LTD.,"flat no.d- 2nd floor- rear block-188- h-road- kilpauk- , chennai","Contact No : 9840379936, 9500033827, 828, 43865664, 65, 66,",Contact Person :
ASSOCIATED CARGO MOVERS & PACKERS P. LTD.,"g-63- mahatmaji st.- anna nagar east- chennai , chennai","Contact No : 9843083737, 9894783737, 26630390, 391, 22648527,",Contact Person :
TVS LOGISTICS SERVICES LTD.,"54 (old no.147b) eldams road- teynampet- chennai , chennai","Contact No : 9444014675, 65793114, 222,",Contact Person : NULL
OVERSEAS PACKERS & MOVERS,"new no.220- ttk road- mowbrays flats- , chennai","Contact No : 9884780658, 9940020259, ,",Contact Person :
FORTUNE FINANCIAL CONSULTANCY,"shop 8/a2-�sri rajarajeshwari apartment- first street- tngo colony�nanganallur- chennai -600061 , chennai","Contact No : 9940258355, 044 , 64522555, 044 , 66323068,",Contact Person : jayaraman
SAKTHI MURUGAN TRANSPORT P. LTD.,"7 (old no.4) reliance rice mill street- chennai , chennai","Contact No : , 25206677,",Contact Person : NULL
TRUX APP PVT LTD,"no 48 b block old washermanpet chennai 21 , chennai","Contact No : 9884688456, , 9884688456",Contact Person : chandrasekar
BHUVANESHWARI BSLI - INSURANCE AGENT,"madipakkam- chennai -600091 , chennai","Contact No : 9940037800, ,",Contact Person : bhuvaneshwari
PACKERS INTERNATIONAL,"255- 8th st. dr. subburayan nagar- chennai , chennai","Contact No : , 24819773,",Contact Person : NULL
KOVAI PACKERS & MOVERS,"35 (old no.14) sai nagar annx- chinnamaya nagar- chennai , chennai","Contact No : , 65497105, 65497106,",Contact Person :
COMMERCIAL CARGO MOVERS PVT. LTD.,"c-28- cmda truck terminal complex- ponniammanmedu- madhavaram- chennai , chennai","Contact No : 9385530659, 25530659, 60,",Contact Person : ak singh
ACCESS CARGO POINT,"linghi chetty street�parrys- chennai -600001 , chennai","Contact No : 9840877465, 044 , 42166816, 044 , 42161461,",Contact Person : poobalan
SRINIVASAA LOGISTICS PRIVATE LTD.,"no.216- puresawalkkam high road- flat b north point- 1st floor- pureswalkkam- chennai , chennai","Contact No : 9444273730, 9444160566, 26651572, 26651573, 26651574,",Contact Person : NULL
STP SERVICE PVT. LTD.,"57- arthoon royapuram- chennai , chennai","Contact No : 9840099099, 25954508, 25973329,",Contact Person : NULL
MARUTHI PACKERS MOVERS,"(old no.121) coral merchant st.- ist floor- chennai , chennai","Contact No : , 25226009, 25247263,",Contact Person :
VIVEKA LOGISTICS SOLUTIONS P. LTD.,"55 (old no.29) katchaleshwarar garden street- chennai , chennai","Contact No : 9382206924, 25211464, 42061664,",Contact Person : NULL
NISHA ROADWAYS PVT. LTD.,"door no.165/82- room no.7- 3rd floor- thambuchetty street- muthialpet- chennai , chennai","Contact No : 9380590216, 25244700, 25244701, 25244702, 25244704,",Contact Person : NULL
S. K. LOGISTICS SHIPPING SERVICES,"old no.10- new no.21- 3rd floor- armenian street- chennai - 600001 , chennai","Contact No : 9940459102, 44, 42037737,",Contact Person : mr. s. r. murugesan
NEW ASSOCIATED ROAD CARRIERS P. LTD.,"om vinayag castle 26a- station road- kasturi nagar- 2nd street- korrattur- chennai , chennai","Contact No : 9380428431, 9444003983, 26870619, 26870492,",Contact Person : NULL
PARAKH ROADLINES PVT LTD,"105- armenian street , chennai","Contact No : 9444977000, 04425260099,",Contact Person : bajrang parakh
AIR TRANSPORT CORPORATION (ASSAM) LTD.,"no.1d- lakshmi bhawan no.609- anna salai- chennai , chennai","Contact No : 9840022738, 28295004, 28295008,",Contact Person : NULL
CARGOWINGS (MDS) P. LTD.,"no.c-54- mmda truck terminal complex- gnt road- madhavaram- chennai , chennai","Contact No : 9840049192, 25530067, 68, 734, 26473637, 26473435,",Contact Person : NULL
R A EARTH MOVERS,"no-120- mid plant- koyambedu market road- koyambedu- near metro water- chennai , chennai","Contact No : , 44, 66756046,",Contact Person : NULL
AHEAD LOGISTICS PVT. LTD.,"no. 24- 4th floor�errabalu chetty street parrys- chennai -600001 , chennai","Contact No : , 044 , 42162919, 044 , 42162920,",Contact Person : veramani
SHIVA BADRRI TRANSPORT- MADHAVARAM,"no.c 23- cmda- truck terminal- ponniammanmedu post- madhavaram , chennai","Contact No : , 25532195,",Contact Person : mr. l subramaniyam
ABHIYAN CARGO PVT. LTD.,"c-41- 2nd floor- cmda truck terminal complex- gnt road- madhavaram- chennai , chennai","Contact No : 9345757894, 8144149899, 9543605173, ,",Contact Person : gopal sharma
BIKANER ASSAM ROADLINES INDIA LTD.,"52 (old no.92) armenian street- chennai , chennai","Contact No : 9340052060, 25223599, 32951533,",Contact Person : NULL
MYLAI GEOPACKERS & MOVERS,"1/3 kambar st.- palavakkam- chennai , chennai","Contact No : , 65499119,",Contact Person : NULL
ROADLINKERS (MADRAS) P. LTD.,"no.250- thambuchetty street- chennai , chennai","Contact No : 9840041719, 25240008, 25382955, 26425086,",Contact Person : NULL
BEEVEE LIFT SERVICES,"no. 96/86� vanagaram road�attipattu- chennai -600058 , chennai","Contact No : 9444331577, ,",Contact Person : raja
SUPER SONIC INDIA PACKERS & MOVERS REGD.,"no.398/5- sembiam redhills road- kadiravedu- chennai , chennai","Contact No : 9381105486, 9790826610, 32506077,",Contact Person :
WELDON PACK N MOVES INDIA,"65/32 wallajah road anna salai- chennai , chennai","Contact No : , 28411899, 28555899,",Contact Person :
NAMAKKAL RAJA TRANSPORT,"verkadu- gummidipoondi- tiruvallur dt , chennai","Contact No : 9940899477, 8248294146, 9940899477",Contact Person : n.v.saravanan
AKR PARCEL SERVICE,"217- govindappan naicken st.- parrys- chennai , chennai","Contact No : , 25228972,",Contact Person : NULL
SHREE GOVINDA ROADWAYS PVT. LTD.,"(old no.51) achanrappan street- chennai , chennai","Contact No : , 25280440, 25243687,",Contact Person : NULL
A1 LOGISTICS,"56a- thambuchetty street- chennai , chennai","Contact No : , 42167953,",Contact Person : NULL
RKV CARGO MOVERS PVT. LTD.,"37-a- sri ganesh nagar- kolathur near amb. ngr- b. stp- chennai , chennai","Contact No : 9443128455, 9382895364, 9442528455, 65412121,",Contact Person : NULL
SSRC TRANSOLUTIONS PVT. LTD.,"no.126- bhuvana building- ist floor- poonamallee high road befor srs kalyanamadapam- behind velappanchavadi bus stop- chennai , chennai","Contact No : 9380177660, 26492644,",Contact Person : NULL
ABT SOUTH PACKERS & MOVERS,"172 (old no.108) gnt road- m.varam- chennai , chennai","Contact No : 9385530672, 32986672,",Contact Person : NULL
DHANUSH PACKERS & MOVERS,"8 (old no.26) ragavar street- george colony- chennai , chennai","Contact No : , 25266304, 25264279,",Contact Person :
TRANS GIO CARGO MOVERS PVT. LTD.,"1- prakasam st.- v. vakkam- behind kesavardini- chennai , chennai","Contact No : 9840448701, 32974318,",Contact Person : NULL
JOHN DEERE EQUIPMENT PVT. LTD.,"no.766� mount road- chennai -600002 , chennai","Contact No : , 044 , 42078080,",Contact Person : NULL
SIMHAS TRADING & TRANSPORT P. LTD.,"q-block- 17th str.- 22/14- anna nagar- chennai , chennai","Contact No : 9840023255, 26201009,",Contact Person : NULL
A ONE LOGISTIC PVT. LTD.,"53- vadaagaram ist st.- n.manickam road- chennai , chennai","Contact No : 9841731515, 23746411, 203, 23741574, 1762,",Contact Person : NULL
SOUTHERN FREIGHT CARRIERS P. LTD.,"no.c-22 & 23- cmda truck terminal complex- gnt road- madhavaram- chennai , chennai","Contact No : 9940055599, 9841020378, 9940055566, 25530270, 25530271, 25530272, 23632672,",Contact Person : NULL
AKASH GANGA PACKERS & MOVERS,"56- thambu chetty st.- mannady- chennai , chennai","Contact No : , 42130254,",Contact Person : NULL
VARUNA ROADLINES PVT. LTD.,"no.410c- mkn road- alandur- chennai , chennai","Contact No : 9381325206, 9381325207, ,",Contact Person : NULL
ODICEE CARRIERS P. LTD.,"old no.261- new no.140- thambuchetty street- chennai , chennai","Contact No : 9381014463, 25212284, 26211154,",Contact Person : NULL
STAR WORLDWIDE GROUP,"17(old no.11) sh.701- challamall sir theagaraya road- chennai , chennai","Contact No : 9381063503, 4357392, 24357393, 24357394, 24357391,",Contact Person :
HINDUSTAN MOTOR TRANSPORTER AND CARGO PVT LTD,"18/3j . meenem bedu road. sidco industrial estate ambathur , chennai","Contact No : 9884051748, 9841042808, 9962002299, 9884051748",Contact Person : narendra
ANZ PACKERS & MOVERS,"36- pllavaram main road- chennai , chennai","Contact No : 9994199837, 9940252069, 24483899,",Contact Person :
CONTINENTAL ROADWAYS PVT. LTD.,"room no.2- vrr complex- near salamangalam padappai- chennai , chennai","Contact No : 9364506051, ,",Contact Person : NULL
ROAD TRANSPORT SERVICE PACKERS & MOVERS,"23 niagra appt sterling road- chennai , chennai","Contact No : , 32916663,",Contact Person : NULL
TYCHE CARGO CARRIERS INDIA PRIVATE LIMITED,"new no.91- old no.47- coral merchant street- chennai , chennai","Contact No : 9840784740, 9840857708, 9940019963, 23454921, 22, 28173677, 99, 28173677,",Contact Person : NULL
TRANS CARGO CARRIERS OF INDIA PVT. LTD.,"8 (old no.122) pedariar street- chennai , chennai","Contact No : 9884378927, 65665274,",Contact Person : NULL
VENSON TRANSPORTS P. LTD.,"716- anna salai- chennai , chennai","Contact No : , 28586781,",Contact Person : NULL
HINDUSTAN MOTOR TRANSPORTER AND CARGO PVT LTD,"18/3j . meenem bedu road. sidco industrial estate ambathur , chennai","Contact No : 9884051748, 9841042808, 9962002299, 9884051748",Contact Person : narendra
COSMO CARRYING PVT. LTD.,"no.55- 3rd street cycle shop puzhal- mgr nagar- madhavaram- chennai , chennai","Contact No : 9380294323, 26590448,",Contact Person : NULL
SRI VIGNESH PACKAGING,"157 sidco indl. est. ambattur indl. estate- chennai , chennai","Contact No : , 26522339,",Contact Person : NULL
SRINIVASSA LOGISTICS PRIVATE LTD.,"no.216- puresawalkkam high road- flat-b- noth point- ist floor- puresawalkkam- chennai , chennai","Contact No : 9444273730, 9444160566, 26651572, 26651573, 26651574,",Contact Person :
INDO LLOYD FREIGHT SYSTEMS,"room no.3- 2nd floor- 108- linghi chetty street- parrys- chennai - 600001 , chennai","Contact No : , 044�, �25226383,",Contact Person : NULL
VIVEKANANDA PACKERS & MOVERS,"29 (old no.12) st. marry's road- mandaveli- chennai , chennai","Contact No : , 24941127,",Contact Person : NULL
EAST COST CARRIERS P. LTD.,"new no.18- old no.58- salai vinayagar koil street- chennai , chennai","Contact No : , 25251358, 25251359,",Contact Person : NULL
DEEPAK PACKERS AND MOVERS,"26e/1-v.o.c.colony-annanagar east-chennai-102 , chennai","Contact No : 8939000222, 9840208393, 04443051828, 9840208393",Contact Person : deepak agarwal
HARI OM FREIGHT CARRIERS PVT. LTD.,"203(old no.98) linghi street- 3rd floor- chennai , chennai","Contact No : 9841106085, 25211708,",Contact Person : NULL
KHS LOGISTICS PVT. LTD.,"no.32- avadi road- bharathy nagar- kaduvetti- chennai , chennai","Contact No : 9500039783, ,",Contact Person : NULL
TRANSOCEAN EXPRESS LOGISTICS P. LTD.,"18- rajlakshmi complex- charmiers road- nandnam- chennai , chennai","Contact No : 8754436914, 45116084,",Contact Person : NULL
DEEPAK PACKERS & MOVERS,"26e/1-v.o.c.colony-annanagar east-chennai , chennai","Contact No : 8939000222, 9840208393, 9840142571, 43051828,",Contact Person : deepak agarwal
ESWAR CARGO & LOGISTICS PVT. LTD.,"66(old no.23) balakrisnapuram main road chennai , chennai","Contact No : 9444019315, 9840639434, ,",Contact Person : NULL
SRI GAYATHRI PACKERS & MOVERS,"69 (old no.28) arya gowder road- w. mambalam- chennai , chennai","Contact No : , 65198569, 66200234,",Contact Person :
VINAY CARGO MOVERS LIMITED,"12 (old no.23) armenian st.- ist floor- chennai , chennai","Contact No : 9380339081, 26651952, 32962528,",Contact Person : NULL
SRI RAM PACKERS,"1/262- east coast road- kottivakkam- chennai , chennai","Contact No : 9941116562, 9841150491, ,",Contact Person :
PRINCE PACKERS & MOVERS,"20 (old no.31) krishna koil street- ist floor- chennai , chennai","Contact No : 9385535530, 25244211,",Contact Person : NULL
KAY KAY AIR EXPRESS P. LTD.,"54/51- perianna maistry street- periamet- chennai , chennai","Contact No : 9884191722, 9380115476, 42173839, 32522636, 25612677, 43235132,",Contact Person : NULL
DRC LOGISTICS,"d 49 cmda truck terminal complex madhavaram chennai , chennai","Contact No : 9003182003, 04425530810,",Contact Person : santlal jangra
DEEPAK PACKERS AND MOVERS,"26e/1-v.o.c.colony-annanagar east-chennai-102 , chennai","Contact No : 8939000222, 9840208393, 04443051828, 9840208393",Contact Person : deepak agarwal
PTRAANS LOGISTICS (INDIA) PVT. LTD.,"old no.11- new no.23- linghi chetty street- mannady- chenai , chennai","Contact No : 9380764101, 9444575050, 9940034185, 044, 25228100, 32548974,",Contact Person : somveer singh
OTR PACKERS & MOVERS,"33 (old no.17) ibrahim street- chennai , chennai","Contact No : 9382661273, 25249302, 43566373, 42665326,",Contact Person :
ELITE ROADWAYS P. LTD.,"no.f-20- 2nd main road- anna nagar east- chennai , chennai","Contact No : 9444071205, 26216576, 26262781,",Contact Person : NULL
ALLIED LEMIUR,"4 annamal building- 22 baby ammal salai- alappaam- porur post- chennai , chennai","Contact No : , 24762816,",Contact Person : NULL
VLT PACKERS & MOVERS,"172- gnt road- madhavaram- chennai , chennai","Contact No : 9840095352, 9840016719, 25530876, 24895352,",Contact Person :
SRD LOGISTICS P. LTD.,"no.23- lawyer chinnathambi street- kondithope- chennai , chennai","Contact No : 9841071114, 25202722, 23, 24, 25245756,",Contact Person : NULL
UNIGROUP (PACKING & MOVING),"1- khannabagh st.- ist lane- triplicane- chennai , chennai","Contact No : , 28593704,",Contact Person : NULL
SHANTHI - INSURANCE CONSULTANT,"no.ab-148- 2nd floor- 3rd main road anna nagar- chennai -600040 , chennai","Contact No : 9381001208, 9444329284, 044 , 26215529,",Contact Person : kumar
BISMILLAH CRANE SERVICE,"no.36 west cementry road�old washermenpet- chennai -600021 , chennai","Contact No : , ,",Contact Person : mohideen
