Transporter,Address,Numbers,Contact Person
SHREE CARGO CARRIERS,"shop no.44 old district court complex be block phase-i i noida , noida","Contact No : 9711189368, 9811009967, ,",Contact Person : durvesh
VANSHIKA ROADLINE INDIA PVT.LTD.,"village: habibpur greater noida u.p , noida","Contact No : 8383818188, 01203111188, 8383818188",Contact Person : anit bhati
UPPER INDIA TRANSPORT COMPANY,"noida dadri road vill deola opp fena co near vans hospital surajpur greater noida g b nagar u p , noida","Contact No : 9999028588, 9999658535, , 9999028588",Contact Person : om prakash
EXPRESS CARGO CONTAINERS NOIDA SECTOR 63,"noida 63 , noida","Contact No : 7529998918, 8920704381, 7529998918",Contact Person : naveen sharma
REDICAL TRANSPORT SERVICE,"sadatpur-sec.22 , noida","Contact No : 8130724219, 9718375090, , 8130724219",Contact Person : akhilesh rai
EXCELLENCE LOGISTICS,"v23-1st-floor-harola-sector-5-near-bharat gas agency-noida , noida","Contact No : 9540100038, 9899660038, 0120, 3829833,",Contact Person : vijay bhardwaj
HISAR VAPI ROADWAYS,"shop no 6 village habibpur udyog kender greater noida , noida","Contact No : 9911677195, 9911677196, 01206515530, 9871648158",Contact Person : karmbir singh
AMANTEMPOTRANSPORT,"a-83 sec-63 noida , noida","Contact No : 9999662773, 9412818271,",Contact Person : afsar siddiqui
PANDEY TRANSPORT CO,"shop no 11 adarsh mkt sector 5 noida , noida","Contact No : 9818083275, 9999830108, , 9999830108",Contact Person : babbu pandey
A S CARGO CARRIERS,"d - 359 - sector 10 noida (u.p) , noida","Contact No : 9311038597, 01202545454,",Contact Person : ravinder chauhan
J.S CHAUDHARY CRANE SERVICES,"opp.varsha dharam kanta- bhangel- new okhla industrial development area- uttar pradesh , noida","Contact No : 9811046345, ,",Contact Person : mr. ajeet singh
J.D. PACKERS & MOVERS,"c-222-1st floor- noida sector 10-noida , noida","Contact No : 9810637091, ,",Contact Person : j.s. rawat
J.D.PACKERS & MOVERS(J.D.MULTI EXPRESS),"c-227-sector-10 noida , noida","Contact No : 9811667091, 9810637091, 0120, 2546067, 4545448,",Contact Person : j.s.rawat(advisier noida transport association)
A1LOGISTICS,"i 73 gamma2- greater noida , noida","Contact No : 9773682977, 01204149613, 9773682977",Contact Person : praveen
ARYAN CARGO MOVERS,"e-168 shop no 5 near sharma transport sector -7 noida up. , noida","Contact No : 9999078152, 020, 4250801, 9999078152",Contact Person : ravi prakash
V S LOGISTICS (REGD),"shop no.24 bhudev sharma mkt.main choganpur road vill.habibpur udyog kendra g.noida , noida","Contact No : 9911326760, 9911323261, 9311326760, , 9911326760",Contact Person : sombir singh
AASH LOGISTCS PVT.LTD.,"d-62 sector-10- noida up. , noida","Contact No : 9212192267, 9268570445, 9818382486, 9818879886, 0120, 4774999, 9810523129",Contact Person : ramdass
TIRUPATI TRANSPORT SERVICE,"iti compound opp hcl jhundpura sector 11noida , noida","Contact No : 9873906790, 9911812732, 01202532117, 9873906790",Contact Person : vinod kr sharma
NEW KRISHANA LOGISTICS,"shiv market- jhundpura - sector - 11 noida 201301 g.b nagar u.p. , noida","Contact No : 8882426526, 9540006526, , 8882426526",Contact Person : krishan mehriya
J K TRANSPORT COMPANY,"nsg society greater noida , noida","Contact No : 08766363899, 7017241014, 8766363899",Contact Person : abhishek yadav
HISAR VAPI ROADWAYS,"shop no 6 village habibpur udyog kender greater noida , noida","Contact No : 9911677195, 9911677196, 01206515530, 9871648158",Contact Person : karmbir singh
SHUKLA TRANSPORT CO,"7balaji complexe sec.5noida , noida","Contact No : 8010166101, 7838140293, , 7838140293",Contact Person : ashwani
SURYA DEV LOGISTICS,"1st floor- office no. 31 vill- habibpur , noida","Contact No : 8510920548, , 8510920548",Contact Person : rupesh sharma
REDICAL TRANSPORT SERVICE,"sadatpur-sec.22 , noida","Contact No : 8130724219, 9718375090, , 8130724219",Contact Person : akhilesh rai
JAI VAISHNO TRUCK TRANSPORT,"b-48-sector sigma-1-greater noida- gb nagar , noida","Contact No : 9991501123, 9810742319, 9311192733, , 9991501123",Contact Person : jitendra bhati
H.S. ROADWAYS,"7&8 bhagwat market- new pwd guest house-gt road badalpur- gb nagar , noida","Contact No : 9899413300, 9873737326, 9971735211, 9899413300",Contact Person : sarabjeet singh
FRIENDS TRUCK TEMPO TRANSPORT SERVICES,"sharma mkt sector- 5 harola noida g b nagar , noida","Contact No : 9810062613, 8076099720, , 8076099720",Contact Person : sanjeev sharma
D K ROAD LINES (REGD.),"10- adarsh market- harola sec-5- noida , noida","Contact No : 9350044335, 9811839484, 9311629530, 9311629530, 01202420907,",Contact Person : d k mishra| ravi mishra
D K ROAD LINES (REGD.),"10- adarsh market- harola sec-5- noida , noida","Contact No : 9350044335, 9811839484, 9311629530, 9311629530, 01202420907,",Contact Person : d k mishra| ravi mishra
S.S.TRANSPORT COMPANY,"lgf - 6 neelkhant plaza vill.tilapta old sakipur road greater noida gautam budh nagar , noida","Contact No : 9717678449, 8376825595, 9717678449",Contact Person : surya prakash dwivedi
SHUKLA TRANSPORT CO,"7balaji complexe sec.5noida , noida","Contact No : 8010166101, 7838140293, , 7838140293",Contact Person : ashwani
EXCELLENCE LOGISTICS,"v23-1st-floor-harola-sector-5-near-bharat gas agency-noida , noida","Contact No : 9540100038, 9899660038, 0120, 3829833,",Contact Person : vijay bhardwaj
CHITRANSH EXPRESS CARGO PVT.LTD.,"d-54 sec 7 noida , noida","Contact No : 9871338989, 9310010783, 8810673290, , 9871338989",Contact Person : s.k.srivastva
SHRI SHYAM FREIGHT CARRIER.,"iti compound opp.hcl jhandpura sec-11 , noida","Contact No : 9716622306, 9910928541, 8700924719, 9716622306",Contact Person : saurabh gupta
TRI SPEED LOGISTICS,"shop no 6 mainchoganpur road habibpur greater noida , noida","Contact No : 9871648158, 9911677195, 9911677196, 01206515530,",Contact Person : manoj sihag
AASH LOGISTICS PVT. LTD.,"d-62- sector - 10- noida , noida","Contact No : 9810523129, 09212152206,",Contact Person : ishwar giri
SHARMA FREIGHT CARRIERS,"ho.j-5main road bishanpurasector-58 opp c-7 sector 57 , noida","Contact No : 9810311253, 9212761922, 9212761933, 9911317388, 01202588930, 9810311253",Contact Person : dinesh kumar sharma
SHIV PACKERS &MOVERS,"shop no 2 adarsh market near generator market sector 5 harola noida , noida","Contact No : 8510857555, 9643632217, , 8510857555",Contact Person : vicky
M.B.ROADLINES,"shop no 10 - ii floor awana market jhundpura sector-11 , noida","Contact No : 8010689071, 9911435234,",Contact Person : mangeram
APL CARGO CARRIERS PVT LTD,"c 381 sector 10 noida , noida","Contact No : 9312340015, 01204546590,",Contact Person : kamal joshi
BABA CRANES,"shope no 76 old court complex phase ii noida up , noida","Contact No : 9213113234, 9891866097, , 9891866097",Contact Person : rishi raj rakesh kumar
NAGPAL TEMPO TRANSPORT SERBICE,"j-12 sector-58 noida , noida","Contact No : 9810676386, 9310076386, 9810676386",Contact Person : amit nagpal
BEERA TRANSPORT CO. (REGD.),"shop no-3- shri balaji complex- harola- sec-5- noida , noida","Contact No : 9811221425, 01203029947,",Contact Person : p s rawat
BEERA TRANSPORT CO. (REGD.),"shop no-3- shri balaji complex- harola- sec-5- noida , noida","Contact No : 9811221425, 01203029947,",Contact Person : p s rawat
VARSHA TRANSPORT SERVICE,"22shiv marcket near shiv mandir jhund pura sec 11 noida up. , noida","Contact No : 9711410225, 9811410225, , 9811410225",Contact Person : mahesh gupta
DEEPESH TRANSPORT,"f - block c 64 house no 457 sec 40 noida , noida","Contact No : 8218369615, 9761075765, 9911423398, 7042236628, , 8218369615",Contact Person : deepesh kumar
AASH LOGISTCS PVT.LTD.,"d-62 sector-10- noida up. , noida","Contact No : 9212192267, 9268570445, 9818382486, 9818879886, 0120, 4774999, 9810523129",Contact Person : ramdass
AYUSH MOTORS,"plot no. 98 village gijhor- spector - 53 noida up , noida","Contact No : 8826450001, 9654936504, 8368628149, , 8826450001",Contact Person : surendra singh
S.S.TRANSPORT COMPANY,"lgf - 6 neelkhant plaza vill.tilapta old sakipur road greater noida gautam budh nagar , noida","Contact No : 9717678449, 8376825595, 9717678449",Contact Person : surya prakash dwivedi
PAHALWAN TRANSPORT CO.,"surajpur dadri road oppo. fena factory village. devla greater noida g.b.bagar , noida","Contact No : 7838992232, 9310092232, 9311835856, 9312092232, 9873692232, 01202560136, 9312092232",Contact Person : praveen kumar
D.K.ROADLINES(REGD.),"d- 13 sec 2 noida back side police fire station , noida","Contact No : 9350044335, 9311629530, 9811839484, 9958381041, 8178093634, 9350044335",Contact Person : d.k.mishra
BALAJI TRUCK TEMPO TRANSPORT,"plot no. j 118 & 119 side 5 kasna gretar noida , noida","Contact No : 8287851760, 9871411902, , 8287851760",Contact Person : jagresh bhati
BHAGWATI HOME MOVING & MOVERS PACKERS SERVICES IN NOIDA- DEL,"c-210- sector 10- noida , noida","Contact No : 09311380914, 01202544210,",Contact Person : dhyan
D K ROAD LINES (REGD.),"10- adarsh market- harola sec-5- noida , noida","Contact No : 9350044335, 9811839484, 9311629530, 9311629530, 01202420907,",Contact Person : d k mishra| ravi mishra
SHREE SHYAAM CARGO CARREIRS,"v-23 first floor village harola near bharat gas agency sec-5 noida , noida","Contact No : 9911035566, 01202425565, 9911035566",Contact Person : rammehar
GREEN TIME SOLUTION,"f-73- sector 8. noida , noida","Contact No : 8527988990, 01204153036,",Contact Person : suresh aryan
EXPRESSCARGOCARRIERS,"d-36- sector -11- noida , noida","Contact No : 9911241483, 8130419300, 9897615402, , 9911241483",Contact Person : rajesh kumar shukla
BEERA PACKERS AND MOVERS,"shop no. 3- shri balaji complex- sec-5- harola- opp. police fire station- noida , noida","Contact No : 9811221425, 9953871425, ,",Contact Person : p s rawat
VANSHIKA LOGISTICS,"vill- habibpur , noida","Contact No : 9971815156, 8377000066,",Contact Person : anit bhati
SHREE CARGO CARRIERS,"shop no.44 old district court complex be block phase-i i noida , noida","Contact No : 9711189368, 9811009967, ,",Contact Person : durvesh
VANSHIKA ROADLINE INDIA PVT.LTD.,"village: habibpur greater noida u.p , noida","Contact No : 8383818188, 01203111188, 8383818188",Contact Person : anit bhati
UPPER INDIA TRANSPORT COMPANY,"noida dadri road vill deola opp fena co near vans hospital surajpur greater noida g b nagar u p , noida","Contact No : 9999028588, 9999658535, , 9999028588",Contact Person : om prakash
EXPRESS CARGO CONTAINERS NOIDA SECTOR 63,"noida 63 , noida","Contact No : 7529998918, 8920704381, 7529998918",Contact Person : naveen sharma
REDICAL TRANSPORT SERVICE,"sadatpur-sec.22 , noida","Contact No : 8130724219, 9718375090, , 8130724219",Contact Person : akhilesh rai
EXCELLENCE LOGISTICS,"v23-1st-floor-harola-sector-5-near-bharat gas agency-noida , noida","Contact No : 9540100038, 9899660038, 0120, 3829833,",Contact Person : vijay bhardwaj
HISAR VAPI ROADWAYS,"shop no 6 village habibpur udyog kender greater noida , noida","Contact No : 9911677195, 9911677196, 01206515530, 9871648158",Contact Person : karmbir singh
AMANTEMPOTRANSPORT,"a-83 sec-63 noida , noida","Contact No : 9999662773, 9412818271,",Contact Person : afsar siddiqui
PANDEY TRANSPORT CO,"shop no 11 adarsh mkt sector 5 noida , noida","Contact No : 9818083275, 9999830108, , 9999830108",Contact Person : babbu pandey
A S CARGO CARRIERS,"d - 359 - sector 10 noida (u.p) , noida","Contact No : 9311038597, 01202545454,",Contact Person : ravinder chauhan
J.S CHAUDHARY CRANE SERVICES,"opp.varsha dharam kanta- bhangel- new okhla industrial development area- uttar pradesh , noida","Contact No : 9811046345, ,",Contact Person : mr. ajeet singh
J.D. PACKERS & MOVERS,"c-222-1st floor- noida sector 10-noida , noida","Contact No : 9810637091, ,",Contact Person : j.s. rawat
J.D.PACKERS & MOVERS(J.D.MULTI EXPRESS),"c-227-sector-10 noida , noida","Contact No : 9811667091, 9810637091, 0120, 2546067, 4545448,",Contact Person : j.s.rawat(advisier noida transport association)
A1LOGISTICS,"i 73 gamma2- greater noida , noida","Contact No : 9773682977, 01204149613, 9773682977",Contact Person : praveen
ARYAN CARGO MOVERS,"e-168 shop no 5 near sharma transport sector -7 noida up. , noida","Contact No : 9999078152, 020, 4250801, 9999078152",Contact Person : ravi prakash
V S LOGISTICS (REGD),"shop no.24 bhudev sharma mkt.main choganpur road vill.habibpur udyog kendra g.noida , noida","Contact No : 9911326760, 9911323261, 9311326760, , 9911326760",Contact Person : sombir singh
AASH LOGISTCS PVT.LTD.,"d-62 sector-10- noida up. , noida","Contact No : 9212192267, 9268570445, 9818382486, 9818879886, 0120, 4774999, 9810523129",Contact Person : ramdass
TIRUPATI TRANSPORT SERVICE,"iti compound opp hcl jhundpura sector 11noida , noida","Contact No : 9873906790, 9911812732, 01202532117, 9873906790",Contact Person : vinod kr sharma
NEW KRISHANA LOGISTICS,"shiv market- jhundpura - sector - 11 noida 201301 g.b nagar u.p. , noida","Contact No : 8882426526, 9540006526, , 8882426526",Contact Person : krishan mehriya
J K TRANSPORT COMPANY,"nsg society greater noida , noida","Contact No : 08766363899, 7017241014, 8766363899",Contact Person : abhishek yadav
HISAR VAPI ROADWAYS,"shop no 6 village habibpur udyog kender greater noida , noida","Contact No : 9911677195, 9911677196, 01206515530, 9871648158",Contact Person : karmbir singh
SHUKLA TRANSPORT CO,"7balaji complexe sec.5noida , noida","Contact No : 8010166101, 7838140293, , 7838140293",Contact Person : ashwani
SURYA DEV LOGISTICS,"1st floor- office no. 31 vill- habibpur , noida","Contact No : 8510920548, , 8510920548",Contact Person : rupesh sharma
REDICAL TRANSPORT SERVICE,"sadatpur-sec.22 , noida","Contact No : 8130724219, 9718375090, , 8130724219",Contact Person : akhilesh rai
JAI VAISHNO TRUCK TRANSPORT,"b-48-sector sigma-1-greater noida- gb nagar , noida","Contact No : 9991501123, 9810742319, 9311192733, , 9991501123",Contact Person : jitendra bhati
H.S. ROADWAYS,"7&8 bhagwat market- new pwd guest house-gt road badalpur- gb nagar , noida","Contact No : 9899413300, 9873737326, 9971735211, 9899413300",Contact Person : sarabjeet singh
FRIENDS TRUCK TEMPO TRANSPORT SERVICES,"sharma mkt sector- 5 harola noida g b nagar , noida","Contact No : 9810062613, 8076099720, , 8076099720",Contact Person : sanjeev sharma
D K ROAD LINES (REGD.),"10- adarsh market- harola sec-5- noida , noida","Contact No : 9350044335, 9811839484, 9311629530, 9311629530, 01202420907,",Contact Person : d k mishra| ravi mishra
D K ROAD LINES (REGD.),"10- adarsh market- harola sec-5- noida , noida","Contact No : 9350044335, 9811839484, 9311629530, 9311629530, 01202420907,",Contact Person : d k mishra| ravi mishra
S.S.TRANSPORT COMPANY,"lgf - 6 neelkhant plaza vill.tilapta old sakipur road greater noida gautam budh nagar , noida","Contact No : 9717678449, 8376825595, 9717678449",Contact Person : surya prakash dwivedi
SHUKLA TRANSPORT CO,"7balaji complexe sec.5noida , noida","Contact No : 8010166101, 7838140293, , 7838140293",Contact Person : ashwani
EXCELLENCE LOGISTICS,"v23-1st-floor-harola-sector-5-near-bharat gas agency-noida , noida","Contact No : 9540100038, 9899660038, 0120, 3829833,",Contact Person : vijay bhardwaj
CHITRANSH EXPRESS CARGO PVT.LTD.,"d-54 sec 7 noida , noida","Contact No : 9871338989, 9310010783, 8810673290, , 9871338989",Contact Person : s.k.srivastva
SHRI SHYAM FREIGHT CARRIER.,"iti compound opp.hcl jhandpura sec-11 , noida","Contact No : 9716622306, 9910928541, 8700924719, 9716622306",Contact Person : saurabh gupta
TRI SPEED LOGISTICS,"shop no 6 mainchoganpur road habibpur greater noida , noida","Contact No : 9871648158, 9911677195, 9911677196, 01206515530,",Contact Person : manoj sihag
AASH LOGISTICS PVT. LTD.,"d-62- sector - 10- noida , noida","Contact No : 9810523129, 09212152206,",Contact Person : ishwar giri
SHARMA FREIGHT CARRIERS,"ho.j-5main road bishanpurasector-58 opp c-7 sector 57 , noida","Contact No : 9810311253, 9212761922, 9212761933, 9911317388, 01202588930, 9810311253",Contact Person : dinesh kumar sharma
SHIV PACKERS &MOVERS,"shop no 2 adarsh market near generator market sector 5 harola noida , noida","Contact No : 8510857555, 9643632217, , 8510857555",Contact Person : vicky
M.B.ROADLINES,"shop no 10 - ii floor awana market jhundpura sector-11 , noida","Contact No : 8010689071, 9911435234,",Contact Person : mangeram
APL CARGO CARRIERS PVT LTD,"c 381 sector 10 noida , noida","Contact No : 9312340015, 01204546590,",Contact Person : kamal joshi
BABA CRANES,"shope no 76 old court complex phase ii noida up , noida","Contact No : 9213113234, 9891866097, , 9891866097",Contact Person : rishi raj rakesh kumar
NAGPAL TEMPO TRANSPORT SERBICE,"j-12 sector-58 noida , noida","Contact No : 9810676386, 9310076386, 9810676386",Contact Person : amit nagpal
BEERA TRANSPORT CO. (REGD.),"shop no-3- shri balaji complex- harola- sec-5- noida , noida","Contact No : 9811221425, 01203029947,",Contact Person : p s rawat
BEERA TRANSPORT CO. (REGD.),"shop no-3- shri balaji complex- harola- sec-5- noida , noida","Contact No : 9811221425, 01203029947,",Contact Person : p s rawat
VARSHA TRANSPORT SERVICE,"22shiv marcket near shiv mandir jhund pura sec 11 noida up. , noida","Contact No : 9711410225, 9811410225, , 9811410225",Contact Person : mahesh gupta
