Transporter,Address,Numbers,Contact Person
SARNA TRANSPORT CORPN. PVT. LTD.,"15-1-678/4- gosha mahal road- hyderabad , hyderabad","Contact No : , 24735501, 24735502, 24735503, 24735504,",Contact Person : NULL
SRI HANUMAN MINI TRANSPORT,"3-8-2/6- near old checkpost- chikakunata , hyderabad","Contact No : 9848051372, 9396633445, 9246177888, 24022392,",Contact Person : NULL
KODALI EXIM PVT. LTD.,"no. 7-1-28/3- abcd- kodali nilayam- ameerpet- hyderabad - 500016 , hyderabad","Contact No : 9848036303, 40, 23754570,",Contact Person : mr. gopalakrishna
SINDU CARGO SERVICES PVT. LTD.,"begumpet- hyderabad -500016 , hyderabad","Contact No : 9346583022, 040 , 27763072, 040 , 30952762, 040 , 66317535,",Contact Person : sunil
AIR TPT. CORPN. (ASSAM) LTD.,"p.no.5- b.no.34- auto nagar- hyderabad , hyderabad","Contact No : 9396204428, 24023516, 32556799,",Contact Person : NULL
SRI VARSIDHI VINAYKA TRANSPORT,"4-41/4-492/c papi reddy nagar hyderabad , hyderabad","Contact No : 9849735954, 8008167272, 65581272,",Contact Person : NULL
RAVI PACKERS & MOVERS,"2-2-1123/b- new nalakunta ramalayam road , hyderabad","Contact No : 9849031957, 27564457, 27568603,",Contact Person : NULL
JAIPUR GOLDEN TRANSPORT COMPANY PVT. LTD.,"unit no.10- new osmangunj- hyderabad , hyderabad","Contact No : , 24735489, 32954201, 24601054, 24600079,",Contact Person : NULL
MANGALA GOODS TRANSPORT,"door no. 2-3-160/251/a� mg road- ranigunj�secunderabad h.o.- hyderabad -500003 , hyderabad","Contact No : 9248044190, ,",Contact Person : ramesh gupta
DHTC (INDIA) LTD.,"13-1-800- andhra colony- mangalhat hyd. , hyderabad","Contact No : 9391386336, 9396530355, ,",Contact Person :
DEEPAK TRANSPORT AGENCY LIMITED,"808-803- 8th floor- rr towers- hyderabad , hyderabad","Contact No : , 23203830, 23200391,",Contact Person : NULL
NAMAKKAL KARUR ROADWAYS,"nr. sapatgiri tower- mayuri nagar- begampet hyderabad , hyderabad","Contact No : 9392350070, 27764905,",Contact Person : NULL
MAHALAXMILOGISTICS,"block no-36/a-plot no-11&12 autonagar vanasthalipuram hyderabad near vrl transport-500070 , hyderabad","Contact No : 9347408467, 9032821808, 9347408467",Contact Person : sarad kumar mishra`
K RAMULA LORRY PVT. LTD.,"opp. bank of maha. kachiguda- hyd. , hyderabad","Contact No : 9246169504, 64589900,",Contact Person : NULL
ASSOCIATED ROADWAYS P. LTD.,"201- aalto's a&m trade center- 3-6-561- himayatnagar main road- hyderabad , hyderabad","Contact No : 9848020121, 27643511, 12, 13, 14,",Contact Person : NULL
AAKASH PACKING & SHIPPING CO.,"no. 29� lakshmi tara market- banga chowk- kher gaon�secunderabad- hyderabad -500003 , hyderabad","Contact No : 9922641122, 9399919991, ,",Contact Person :
BORRA PACKERS & MOVERS,"gautam nagar- firoz guda- secunderabad , hyderabad","Contact No : 9246587900, 9177846544, ,",Contact Person : NULL
TIRUMALA FIBRE INDUSTRIES,"plot no. 2-139/2- road no. 3- sobhana colony- balanagar- hyderabad - 500042 , hyderabad","Contact No : 9441230584, ,",Contact Person : mr. m. v. ramana
CHOUDHARY ABOHAR FAZILKA ROADLINES,"s.n. .245 miyapur road- kallakoya dist. medchal , hyderabad","Contact No : 9553819751, 9145425617, , 9553819751",Contact Person : sonaram choudhary
UNIQUE SHIPPING & LOGISTICS,"401- 4th floor- kishan residency- road opp. saptagiri tower- begumpet- hyderabad - 500016 , hyderabad","Contact No : 9849455348, 40, 66324787, 66318458,",Contact Person : mr. g. rama rao
JAI HIND LOGISTICS PVT LTD,"8-2-82/1-sri sai enclave , hyderabad","Contact No : 9849038913, 04027952579,",Contact Person : mr.r.n.royal
BLR LOGISTICS (I) LTD.,"a-53- raghavendra colony- hyderabad , hyderabad","Contact No : 9391042844, 32965463, 20021079,",Contact Person : NULL
HYDERABAD MENZIES AIR CARGO PVT. LTD.,"rajiv gandhi international airport- shamshabad- r.r. dist- hyderabad - 500409 , hyderabad","Contact No : 9949945553, 40, 66977019,",Contact Person : mr. sajji oomman ch
PLANTERS AIRWAYS LIMITED,"302/5- mayur kushal complex- abids , hyderabad","Contact No : 9866290240, 23299882, 23231449, 31009882,",Contact Person : NULL
DTDC COURIER,"ground floor-� paigha plaza� - basheer bagh�lic post office- hyderabad -500063 , hyderabad","Contact No : 9848151611, 9290247693, ,",Contact Person : harinath
SRP LOGISTICS (P) LIMITED,"304- 3rd floor- krishna residency- opp. plantaloons lane- shamlal buildings- begumpet , hyderabad","Contact No : 9848028086, 40, 27763028, 66335121, 27764610,",Contact Person : mr. shekhar
SMS ONE WHEEL LOGISTICS PVT. LTD.,"p.no.22- near sushma theater v. puram , hyderabad","Contact No : , 32582889, 24121344,",Contact Person : NULL
SACHIN ROADLINES PVT. LTD.,"6-3-347/17/2- punjagutta- hyderabad , hyderabad","Contact No : , 23355606, 23354023, 32933842, 32933843,",Contact Person : NULL
KK ROADLINES PVT. LTD.,"door no. 15-1-51� old feelkhana�kapra- hyderabad -500001 , hyderabad","Contact No : 8121180447, 9885329504, ,",Contact Person : altaf
GOEL ROAD CARRIER,"malakpet hyderabad , hyderabad","Contact No : 9391019921, 04024553421,",Contact Person : rakesh kumar
ADHUNILK TRANSPORT ORG. LTD.,"5- radhakrishna nilayam sikh village- secunderabad , hyderabad","Contact No : , 27848488, 27843228, 32997466,",Contact Person : NULL
EFFICIENT ROADLINES PVT. LTD.,"211-212- rr towers- hyderabad , hyderabad","Contact No : , 23202652, 23203261, 23202651, 32996080,",Contact Person : NULL
INTERSAFE PACKERS AND MOVERS,"7-8-178- swarnadhama colony- old bowenpally- hyderabad-500011 , hyderabad","Contact No : 8977788000, 04064585700,",Contact Person : laxman kaushik
A.N.Z. RELOCATION PVT. LTD.,"door no. 2-41/12� karthi nilayam� - kondapur- hi-tech city�gachibowli- hyderabad -500084 , hyderabad","Contact No : 9849254899, 9845292729, ,",Contact Person : safiq
AIREX LOGISTICS & EXPRESS SERVICES,"door no. 1-8-495/1� viqar nagar- prakash nagar�begumpet- hyderabad -500016 , hyderabad","Contact No : 9347386351, 9396445099, 040 , 42006479,",Contact Person : shafi ahmed
SRI VENKATARAMANA MECHANICAL ENGG. WORKS,"b-11/7-abc- ida- uppal- hyderabad - 500039 , hyderabad","Contact No : 9849640426, 40, 27207212,",Contact Person : mr. a. satyanarayan
MARUTI ROAD CARRIERS,"ratnalok complex�old feelkhana , hyderabad","Contact No : 9849101843, 040 , 24733672, 040 , 24745381,",Contact Person : sudhakar
JB RELIABLE PACKERS & MOVERS,"103- p. no.7- hb colony- moula ali- hyderabad , hyderabad","Contact No : 9866542555, 9490216788, 27120333,",Contact Person : NULL
NR LOCAL TRANSPORT,"c-64- laxmi complex- erragadda- hyderabad , hyderabad","Contact No : 9399922118, 9966688887, 23700748,",Contact Person : nawaz
VENSON TRANSPORTS PVT. LTD.,"near timont paint hotel- talband- secunderabad , hyderabad","Contact No : , 65218958,",Contact Person : NULL
RACHANA HOUSE HOLD GOODS CARRIERS,"2-16- beside aasrita hospital- n-7- kompally , hyderabad","Contact No : 9391145444, 9246358009, 24609009, 65522921,",Contact Person : NULL
NEO PACKERS & MOVERS,"3-12-12/a- ganesh nagar- hyderabad , hyderabad","Contact No : 9346513933, 9989659116, 32518221, 65963987,",Contact Person : NULL
AGRA BOMBAY LOGISTICS,"no. 22-7-270/a/d� zainab tower� - nizam bagh- dewan devdi�charminar- hyderabad -500002 , hyderabad","Contact No : , 040 , 24566775,",Contact Person : mr.raju
SINDHU CARGO SERVICES LTD.,"8-6-115/4/22- sri balaji nagar- hastinapuramz , hyderabad","Contact No : 9346583020, 9703019569, 24090460,",Contact Person :
ALLIANCE PACKERS & MOVERS,"e-5- ist floor- kundan tower- begumpet , hyderabad","Contact No : 9391179195, 9849750092, 66323353,",Contact Person : NULL
ANITA PACKERS & MOVERS,"3-80/7- ali complex- old bowenpally- secunderabad , hyderabad","Contact No : 9394752806, ,",Contact Person : NULL
DEEPAK TRANSPORT CO,"808 raghav ratna towers chirag ali lane- abids- hyderabad-500001 , hyderabad","Contact No : 9394459595, ,",Contact Person : deepak
MASTINDIALOGISTICSPVTLTD,", hyderabad","Contact No : , ,",Contact Person : sydarao
SIGNATURE SOLUTIONS,"kaushik sai ram residency� - 403- srinivas nagar (east) s.r. nagar- hyderabad -500038 , hyderabad","Contact No : 9885249645, 9393230077, ,",Contact Person : venkateswarlu
CREDIBLE INSURANCE SOLUTION PVT. LTD.,"no. 301- panjagutta cross road� panjagutta- hyderabad -500082 , hyderabad","Contact No : 9989961100, ,",Contact Person : ms. jaagruti
ADVANCED RELOCATOR,"a-18- shop 103-� lakshmi complex� - plot no. 2 - nh 7- old bowenpally�secunderabad- hyderabad -500011 , hyderabad","Contact No : 7306906270, ,",Contact Person : deepak sondhi
DHL PACKERS & MOVERS,"hyderabad , hyderabad","Contact No : 9246587155, 64592818, 27959104,",Contact Person : NULL
I G C LOGISTICS,"vanasthalipuram , hyderabad","Contact No : 9248068060, 04024128060,",Contact Person : naveen kumar
MAA ANNAPURNA TRANSPORT AGENCY PVT. LTD.,"door no. 22-7-270- no. 14-a/4� diwan devdi�nizam bagh- hyderabad -500002 , hyderabad","Contact No : 9397827519, 040 , 24521044, 040 , 32210137,",Contact Person : jamsingh
SRI HARI OM PACKERS & MOVERS,"12-5-15/b- goods shed road- moosapet , hyderabad","Contact No : 9393815091, 9397812937, 23860670, 23819138,",Contact Person : NULL
MARUTI PACKERS & MOVERS,"g2-15-21-71- sri sai residency balanagar , hyderabad","Contact No : 9849057183, 9866147183, 23151048,",Contact Person : NULL
LAXMI PARIVAHAN PVT. LTD.,"ck-12- kavi complex- kompally secunderabad , hyderabad","Contact No : 9391454078, 9014309565, 08418, 325678,",Contact Person : veenit dubey
DHAMU LOGISTIC SERVICES,"1st floor- plot no-89-block no-36a- autonagar- hyderabad , hyderabad","Contact No : +919393975270, +919177143973, 04024125270, 9393975270",Contact Person : rajesh kumar dhamu
CHARYS INSURANCE AND INVESTMENT ADVISORY,"304-� himagiri avenue- om nagar�golconda- hyderabad -500008 , hyderabad","Contact No : 8977688178, 9346356913, ,",Contact Person : t. narsimha chary
SRI KRISHNA PACKERS & MOVERS,"p.no.13-1-123/293/a260/16- agapura hyderabad , hyderabad","Contact No : 9247190516, 9603781008, 9030145381, 65352117,",Contact Person : NULL
EVER GREEN CARGO CARRIERS,"472 mossa gali opp.hbh bank , hyderabad","Contact No : 9133766744, 9393766744, 9618440416, ,",Contact Person : anwer
QUALITY RELOCATION P. LTD.,"8-3-104/5- old bowenpally , hyderabad","Contact No : 9949038913, 27952579,",Contact Person : NULL
AMAR CARRIER PVT. LTD.,"22-7-270/38- nizam bagh dewan devdi- hyderabad , hyderabad","Contact No : 9393792362, 32562223, 32562224,",Contact Person : un tiwari
WORLD PACKERS & MOVERS,"s.no.1/1- near rci transport- opp. railway bridge kompally- secunderabad , hyderabad","Contact No : 9348762166, 32902166,",Contact Person : NULL
NEW TAMILNADU PACKERS & MOVERS,"1-274- balaji nagar miya x road- hyderabad , hyderabad","Contact No : 9704086669, 9396991638, 39, 23045006,",Contact Person : NULL
CH. B. RAJU - LIC OF INDIA,"city branch - xi- 2nd floor� pavani prestige�ameerpet- hyderabad -500016 , hyderabad","Contact No : 8885699434, ,",Contact Person : raju
AHMED - LIC OF INDIA DIRECT MARKETING,"divisional office- lic of india� saifabad- hyderabad -500063 , hyderabad","Contact No : 9966217344, ,",Contact Person : ahmed uddin
PADAMAJA PACKERS & MOVERS,"p.no.c-15- ii phase allwyn colony- kukatpally , hyderabad","Contact No : 9502752096, 65743367,",Contact Person : NULL
INFRIGHT LOG SOLUTION LTD.,"2-4-97- ramgopalpet- sec-3 , hyderabad","Contact No : , 27848181,",Contact Person : NULL
V TRANS (INDIA) LTD.,"p.no.15- apie- balanagar , hyderabad","Contact No : 9348916222, 23777558, 27906317, 32518911,",Contact Person : NULL
AIR CARGO TRADER PVT. LTD.,"h. no. 1-11-252/1/e- g2- archana apartments- begumpet- hyderabad - 500016 , hyderabad","Contact No : 9966087501, 40, 42226220,",Contact Person : mr. sanil francis
SUNIL KUMAR SHARMA - LIFE INSURANCE CORPORATION OF INDIA,"shop no. 6� prajay mall complex�gowliguda- hyderabad -500012 , hyderabad","Contact No : 9246523070, ,",Contact Person : sunil kumar sharma
SHARMA ROADWAYS,"15-2-690/9a- 1st floor- kishan ganj- hyderabad , hyderabad","Contact No : 9849107361, 9246290169, 24611056, 24619942, 9849107361",Contact Person : srinivas sharma| deepak sharma
PBL TRANSPORT CORPN. PVT. LTD.,"p.no.10-4-116/a near bhagylatha bus stop , hyderabad","Contact No : , 24203358,",Contact Person : NULL
ATHWAL'S PACKERS & MOVERS,"baba apts. b.no.1- vinayak nagar- hyderabad , hyderabad","Contact No : 9395537583, 9393967583, 23771184, 32904328,",Contact Person : NULL
AERO PACKERS & MOVERS,"p.no.500- road no.500 jubli- hyderabad , hyderabad","Contact No : 9390096567, 9014568159, 9849037996, 9310046610, 9310046611, 9311146611,",Contact Person : NULL
AGS FOUR WINDS INDIA PVT. LTD.,"plot no. 19- ground floor� gopi industries� - ida�bala nagar- hyderabad -500037 , hyderabad","Contact No : 9177830001, 040 , 23074594, 040 , 23074593,",Contact Person : ravindran
ANU CRANES,"f. no. 304- no.1-7-139/9- srk nagar- golconda cross road- hyderabad - 500020 , hyderabad","Contact No : , 40, 66415072,",Contact Person : mr. vijay kumar
OM SAI PACKERS & MOVERS (REGD.),"7-3-55/5- old kurnool road , hyderabad","Contact No : 9246187255, 9397667707, 32432577,",Contact Person : NULL
D.N. PLATINUM ADVISORS,"no. 2-4-931� nimboliadda�kachiguda- hyderabad -500027 , hyderabad","Contact No : 8143313143, 9160173337, ,",Contact Person : manoj
MAHALAXMILOGISTICS,"block no-36/a-plot no-11&12 autonagar vanasthalipuram hyderabad near vrl transport-500070 , hyderabad","Contact No : 9347408467, 9032821808, 9347408467",Contact Person : sarad kumar mishra`
PATIALA CARGO ROADLINES LTD,"plot no.1- block no.10- autonagar- near reshma hotel- hyderabad , hyderabad","Contact No : 9348390047, 9133303330, 040, 32490047, 65799047,",Contact Person : baljeet singh
TRINITY MOVERS PVT. LTD.,"7-44/1- sangeet nagar- kukatpally- hyderabad , hyderabad","Contact No : 9393339540, ,",Contact Person : NULL
INTERNATIONAL CLEARING & SHIPPING AGENCIES,"301- 4th floor- phani raja niwas- 164- motilal nagar- begumpet- hyderabad - 500016 , hyderabad","Contact No : 9849451946, 40, 27760329,",Contact Person : mr. ram mohan
BHAGYA DIGITALS,"no.-b-3- 2nd floor- arun aditya apts.- rbi quarters road- near venu motors- ameerpet , hyderabad","Contact No : 9346646574, 40, 40268160,",Contact Person : mr. k. harimohan
EVER GREEN CARGO CARRIER,"21-3-472 moosa bowli opp sbi bank hyd , hyderabad","Contact No : 9618440416, 9393766744, 9133766744, 9393766744",Contact Person : syed anwar ahmed
CHANDRA TRANSPORT PVT. LTD.,"11-182- fathenagar- hyderabad , hyderabad","Contact No : , 23772043, 23774285, 23773539, 23772287,",Contact Person : NULL
SUPER SONIC CARRIERS PVT. LTD.,"swati complex- malakpet- hyderabad , hyderabad","Contact No : 9395555199, 24542043, 24554116,",Contact Person : NULL
NITCO ROADWAYS LTD.,"plot no.12- cie gandhi nagar- hyderabad , hyderabad","Contact No : , 23087162, 64541275, 32907569, 24611358,",Contact Person : NULL
AJANTA TRANSPORT COMPANY PVT. LTD.,"emeral house- sarojini devi road- secunderabad , hyderabad","Contact No : 9391147077, 27842840, 39103380 27846877,",Contact Person : NULL
OMKAR TRANS LOGISTICS PVT. LTD.,"307-308- 3rd floor- satguru complex- opp. old gandhi medical college- basheer bagh- hyderabad , hyderabad","Contact No : 9701611420, 9849011420, 9701511420, 23236851,",Contact Person :
JSTC LOGISTICS PVT. LTD.,"202/203- chenoy trade centre- 2nd floor- 116- parklane- secunderabad , hyderabad","Contact No : , 040, 66325407, 66325408,",Contact Person : NULL
SURAT GOODS TPT. PVT. LTD.,"205- meghna complex- bala nagar- hyderabad , hyderabad","Contact No : , 23874995, 32919595,",Contact Person : NULL
AACESS CRANES PVT. LTD.,"b8 & 9/1-� i.d.a.- kukatpally- gandhi nagar�bala nagar- hyderabad -500037 , hyderabad","Contact No : , 040 , 23078064,",Contact Person : NULL
Y. SREENIVASULU UNITED INDIA INSURANCE CO. LTD.,"pavani estates�khairatabad- hyderabad -500004 , hyderabad","Contact No : 9848014409, ,",Contact Person : srinivasulu
SRIM MAHALAXMI MARUTHI TPT. PVT. LTD.,"21-48/3- srinivasa complex- kukatpally- hyderabad , hyderabad","Contact No : , 23054998, 23058484,",Contact Person : NULL
KAPTEC ENTERPRISES,"5-2/127- phase 1-� mythri nagar�madinaguda- hyderabad -500049 , hyderabad","Contact No : 9885255661, ,",Contact Person : NULL
RELIBLE CARRIERS PVT. LTD.,"ist floor- hanuman swathi plaza- dilsukh nagar , hyderabad","Contact No : 9397999599, 24045636,",Contact Person : NULL
FREIGHT SYSTEMS INDIA PVT. LTD.,"202- 1st floor- 7-1-28-1/4/1/ a&b- vijya veer residency- shyam karam road- ameerpet- hyderabad - 500016 , hyderabad","Contact No : 9866222373, 40, 30680811, 4036490,",Contact Person : mr. anthoni kumar sahoo
COASTLINER PVT LTD,"malkpet , hyderabad","Contact No : 9032011838, 04032972096,",Contact Person : d. s upadhyay
HINDUSTHAN GOODS CARRIERS,"best parking hyderabad , hyderabad","Contact No : 9441510824, 9000003955, 9390003955, 9441510824",Contact Person : manjunath chitkote
