Transporter,Address,Numbers,Contact Person
SOOD & SOOD COMPANY,"punjab - ludhiana , ludhiana","Contact No : 9417035953, 5011267,",Contact Person : NULL
PARAS TRANSPORT CO.,"124- transport nagar ldh. , ludhiana","Contact No : 9855526097, 4626097,",Contact Person : manoj kumar
PARTAP GOODS CARRIERS,"sco-77- near gurumukh tyre transport nagar ldh. , ludhiana","Contact No : 9781866885, 9357385412, 3299227, 9357385412",Contact Person : mahender singh
BANI GOLDEN TRANSPORT CO.,"plot no.145. transport nagar ldh. , ludhiana","Contact No : 9417602892, 9317602892, 9417602882,",Contact Person : ajit pal singh
DELUXE TRANSPORT CORPN.,"sco-77- near gurumukh tyre transport nagar ldh. , ludhiana","Contact No : 9417017470, 4615928,",Contact Person : inderpal singh
SUMITA CARGO MOVERS,"26- work shop market transport nagar , ludhiana","Contact No : 9417742996, 4411680,",Contact Person : suresh sharma
SIMRAN ROAD CARRIERS,"145. lst floor near bowen pally petrol pump transport nagar , ludhiana","Contact No : 9316701261, 5023306, 2601261,",Contact Person : jalwinder singh
SKY2C FREIGHT SYSTEMS INDIA PVT. LTD.,"room no. 48� pswc building� - phase 5�focal point- ludhiana -141010 , ludhiana","Contact No : 9915511337, 0161 , 4411337,",Contact Person : NULL
MAX NEW YORK LIFE INSURANCE CO. LTD.,"273- 2nd floor-� j.s. complex� - milestone- g.t. road�khanna h.o.- ludhiana -141401 , ludhiana","Contact No : , 0161 , 8503589,",Contact Person : NULL
SHIV HOME PACKER & MOVERS,"2908/4- t.p. nagar ldh. , ludhiana","Contact No : 9357382219, ,",Contact Person : NULL
DASHMESH GOLDEN ROADLINES,"shop 43-� transport nagar- ludhiana -141003 , ludhiana","Contact No : 9814086187, 0161 , 2626165, 0161 , 5056165,",Contact Person : NULL
JAI MAHAVIR PACKERS MOVERS,"plot no.30/2. lst floor transport nagar ldh. , ludhiana","Contact No : 9417949174, 3299174,",Contact Person : NULL
SUNITA GOLDEN TRANSPORT CO.,"26- work shop market transport nagar , ludhiana","Contact No : 9417742996, 4411680,",Contact Person : suresh sharma
JAI SHANKAR LOGISTICS(SHYAM),"144- transport nagar ludhiana , ludhiana","Contact No : 9356298122, 3294770,",Contact Person : shyamlal
SIWACH TRANSPORT SERVICE,"127- transport nagar ldh. , ludhiana","Contact No : 9914529485, 4600366,",Contact Person : sanjay siwach
HS LOGISTICS,"plot no. 2789 opp moti nagar transport nagar , ludhiana","Contact No : 9855957771, 01615010771, 9855957771",Contact Person : amarjeet singh
SUPER TRACTOR INDUSTRIES,"v.p.o gilll road , ludhiana","Contact No : , 0161 , 2815775, 0161 , 5094950,",Contact Person : NULL
ALLIANCE OVERSEAS LOGISTIC,"b-28- dhyan singh complex- opp. bus stand- ludhiana - 141001 , ludhiana","Contact No : 9988884444, 161, 5085055,",Contact Person : mr. ramandeep singh kalra
R.C.I. ROAD LINES CORPORATION OF INDIA,"142- nr. benipal petrol pump transport nagar , ludhiana","Contact No : 9310189362, 3237762, 278335562,",Contact Person : sandhu singh
PIYUSH INTERNATIONAL PACKERS AND MOVERS,"plot no. b - 23/2908- nrar bsnl telrphone exchange , ludhiana","Contact No : 9216572657, 01615000657, 9216572657",Contact Person : sudhir singh
AGGARWAL PACKERS MOVERS (DRS GROUP),"gali no.3- samrai chowk ldh. , ludhiana","Contact No : 9316061419, ,",Contact Person : NULL
PUNJAB SALE & PURCHASE,"punjab - ludhiana , ludhiana","Contact No : 9815820091, ,",Contact Person : NULL
RANA FREIGHT CARRIERS,"39- lst floor tpt nagar ldh. , ludhiana","Contact No : 9417033136, 2230777, 4614136,",Contact Person : daltar singh
MONEY ROADWAYS,"sco-26-27- rajan mrket transport nagar ldh. , ludhiana","Contact No : 9855183424, ,",Contact Person : ram choudhary
PRIDE RELOCATIONS INDIA PVT. LTD.,"plot no. 924- lig flats� sector 28�chandigarh road- ludhiana -141001 , ludhiana","Contact No : 9209210000, ,",Contact Person : NULL
MARITIME SERVICES PVT. LTD.,"no. 121/c/205� owpl complex� - dhandari kalan- phase 5�focal point- ludhiana -141010 , ludhiana","Contact No : , 0161 , 5016989,",Contact Person : NULL
HARYANA-RAJASTHAN TEMPO SERVICE,"sco-66- shop.5- transport nagar ldh. , ludhiana","Contact No : 9357524163, ,",Contact Person : inder singh
G. N. CRANES,"st no 31- preet nagar- new shimlapuri- ludhiana - 141003 , ludhiana","Contact No : 9915748062, ,",Contact Person : mr. randhir singh
NAV BHARAT GOODS CARRIERS(REGD.),"57- transport nagar ldh. , ludhiana","Contact No : 9878825877, 5022179, 5047443,",Contact Person : NULL
HIND MOTOR TRANSPORT CO.,"b-23/2818-r- transport opp. d.s. transport nagar , ludhiana","Contact No : 9356057902, 2680219, 5015902,",Contact Person : d.s. choudhary
NEW MAHARASHTRA RAJASTHAN CARRIERS,"b-23/2818-r- transport opp. d.s. transport nagar , ludhiana","Contact No : 9356986391, ,",Contact Person : subhash beniwal
NORTHERN CONSUMER SERVICES LTD,"sco 15- model town extn- block d- dugri road- ludhiana - 144003 , ludhiana","Contact No : 9988994444, 161, 5060707,",Contact Person : mr. hushendra sharma
SUPPER JET CARRIER,"20- transport nagar ludhiana , ludhiana","Contact No : 9316936521, 2226521, 3226521,",Contact Person : vinod kaushik
R H CRANE,"r h crane- vill-gill- near mandir- malerkotla road- ludhiana - 141003 , ludhiana","Contact No : 8872100523, ,",Contact Person : mr. parmjit singh
NATIONAL ENGINEERS ENTERPRISE,"e25-� focal point- ludhiana -141010 , ludhiana","Contact No : , 0161 , 2671601,",Contact Person : navtej singh
SAHIB TEMPO TRANSPORT SERVICE(REGD.),"hindi export hosiery near new petrol pump 390- ind. area ldh , ludhiana","Contact No : 9216715707, 5015709, 5035709,",Contact Person : harnek singh
GLOBE TRANSPORT SERVICE (PUNJAB),"plot no 50 transport nagar , ludhiana","Contact No : 9356600253, 01614636253, 9356600253",Contact Person : vikas aggarwal
RAJKOT GOLDEN LOGISTICS PVT LTD,"sco-13/14 tpt nagar , ludhiana","Contact No : 9592482000, 9229120124,",Contact Person : r m sharma
PAFEX PRAKASH AIR FREIGHT PVT. LTD.,"g.t. road�dholewal chowk- ludhiana -141003 , ludhiana","Contact No : 9316826738, 0161 , 2535389, 0161 , 2535387,",Contact Person : shaminder sood
MAHASHAKTI ALL INDIA TRANSPORT COMPANY,"ludhiana golden transport service vishwakarma street gill road cycle mkt. , ludhiana","Contact No : 987268489, ,",Contact Person : mr.ajmer singh
B.L.R. LOGISTICS PVT. LTD.,"sarinh pind�gill road- ludhiana -141003 , ludhiana","Contact No : 9803000717, 0161 , 5016443, 0161 , 2542775,",Contact Person : NULL
J.C.I. JASWAL CORPORATION INDIA,"4. new market transport nagar ldh , ludhiana","Contact No : 9417251662, 4627147, 5012659,",Contact Person : sarjit singh
OBREOI & MAAN SALE & PURCHASE,"punjab - ludhiana , ludhiana","Contact No : 9814337333, 5045610,",Contact Person : NULL
J.S. CARGO MOVERS,"b-xxlll- 2908/4- near telephone exchange transport nagar ldh. , ludhiana","Contact No : 9317845893, ,",Contact Person : harikesh sharma
VASHIST PACKERS & MOVERS,"sco-7- transport nagar ldh. , ludhiana","Contact No : 8951239274, ,",Contact Person : NULL
DELHI ASSAM ROADWAYS CORPN LTD.,"b-23/2908/4 2nd floor- near telephone ex�transport nagar- ludhiana -141003 , ludhiana","Contact No : 9356642169, 0161 , 2227738, 0161 , 3231169,",Contact Person : NULL
ASIAN CRANES & ELEVATORS,"gill road- ludhiana -141003 , ludhiana","Contact No : , 0161 , 2491053, 0161 , 2491054,",Contact Person : harwinder singh
NEW BALAJI GOLDEN TRANSPORT CO.,"3375- dr. arora wali gali opp. transport nagar ldh , ludhiana","Contact No : 9357466195, ,",Contact Person : subhash chander
WEIZMANN FOREX LTD.,"1st floor-� sco-122- feroze gandhi market�ludhiana h.o.- ludhiana -141001 , ludhiana","Contact No : 9316826757, 0161 , 5033320, 0161 , 3226757,",Contact Person : NULL
CARGO PLANNERS LTD.,"no. c/145- room no. 54 � bindra complex � - dhandri kalan- phase 5�focal point- ludhiana -141010 , ludhiana","Contact No : 9915019922, 0161 , 4651066,",Contact Person : NULL
SATKAR TEMPO TRANSPORT UNION,"cheema chowk�r.k. road- ludhiana -141003 , ludhiana","Contact No : 9316008371, 0161 , 5087171, 0161 , 2608821,",Contact Person : NULL
BHARAT MOTOR TEMPO SALE & PURCHASE,"transport nagar ldh. , ludhiana","Contact No : 9815034218, ,",Contact Person : NULL
J.P. TRAILOR TRANSPORT,"street no. 3- hira nagar�g.t. road- ludhiana -141003 , ludhiana","Contact No : 9417918565, 0161 , 5070506,",Contact Person : kuldeep singh
A.S. ROADLINES,"b-23/2818-r- transport opp. d.s. transport nagar , ludhiana","Contact No : 9815963585, 2603142,",Contact Person : dharam pal
BAJAJ FREIGHT CARRIERS(REGD.),"103- transport nagar ldh. , ludhiana","Contact No : 9888400517, 5059517,",Contact Person : amit bajaj
PUNJAB CARGO CARRIERS,"182- gill market. t.p. nagar ldh. , ludhiana","Contact No : 9316727108, ,",Contact Person : k.k.olla
CALCUTTA FREIGHT CARRIERS,"plot no-71- transport nagar- ludhiana , ludhiana","Contact No : 9316916084, 01612221912, 2223434,",Contact Person : ram ji mishra
SURAT BOMBAY ROAD CARRIERS,"127- tarnasport nagar ldh. , ludhiana","Contact No : 9316663456, ,",Contact Person : ramesh sharma
A.B.C. PACKERS & MOVERS,"plot no.30/2- transport nagar ldh. , ludhiana","Contact No : 9216226134, 5017168,",Contact Person : NULL
SINGH SALE & PURCHASE,"punjab - ludhiana , ludhiana","Contact No : 9417684200, ,",Contact Person : NULL
J.R. CARGO MOVERS,"49- transport nagar ludhiana , ludhiana","Contact No : 9815660024, 2220859,",Contact Person : NULL
AARTI INTERNATIONAL PACKERS & MOVERS,"plot no.30/2- transport nagar ldh. , ludhiana","Contact No : 9316809903, 4613657,",Contact Person : NULL
HS LOGISTICS,"plot no. 2789 opp moti nagar transport nagar , ludhiana","Contact No : 9855957771, 01615010771, 9855957771",Contact Person : amarjeet singh
RELIABLE SHIPPING & LOGISTICS CO.,"room no. 2- venus house- st. no. 9- opp. puda nursery- jeevan nagar- focal point- ludhiana - 141010 , ludhiana","Contact No : 9781051500, 161, 5096500,",Contact Person : mr. gurjant singh
SINDHU CARGO SERVICE,"plot no. b/30/1743/14/6/2- 2nd floor- unit 4� phase 5�focal point- ludhiana -141010 , ludhiana","Contact No : , 0161 , 3237722,",Contact Person : NULL
SONEPAT GOODS CARRIER,"129 transport nagar ludhiana , ludhiana","Contact No : 9988042159, ,",Contact Person : manoj kumar
BABBAR ROAD LINES,"sco-26-27- rajan mrket transport nagar ldh. , ludhiana","Contact No : 9855608585, ,",Contact Person : gagandeep singh
KHANDA ROAD CARRIER,"16- opp- prakash roadlines tpt. nagar ldh. , ludhiana","Contact No : 9417530877, 2224853, 5011879,",Contact Person : harpreet singh
SATYAM ROAD CARRIERS,"no. 3405� ambala bypass road- hira nagar�g.t. road- ludhiana -141007 , ludhiana","Contact No : 9316826528, 9878895555, 0161 , 2662777, 0161 , 2663777,",Contact Person : baljit singh
WELCOME PACKERS & MOVERS,"28- transport nagar ldh. , ludhiana","Contact No : 9811580277, ,",Contact Person : NULL
BABA BELLIRAM EXPORT,"1921 basti abdullapur- near ferozpur railway crossing- ludhiana - 141003 , ludhiana","Contact No : 9417265905, ,",Contact Person : mr. gurbachan singh
SRI HARI OM LOGISTICS,"p.no.132- transport nagar ldh. , ludhiana","Contact No : 9316550501, ,",Contact Person : NULL
NEHA ROAD CARRIER,"b-23-2818/5- b/s goodwill dharam kata transport nagar , ludhiana","Contact No : 9855957179, ,",Contact Person : dinesh kumar sharma
J.B. TRANSPORT CO.(REGD.),"lst floor amar dharam kanda transport nagar ldh. , ludhiana","Contact No : 9916500268, 0161, 2226868,",Contact Person : pawandeep singh
SANTOSH LOGISTICS,"b-xxlll. opp. perfect place sanrala chowk , ludhiana","Contact No : 8427300385, ,",Contact Person : s.s. rekhi
INTERNATIONAL CRANES,"opp. arora palace- gill road- ludhiana - 141003 , ludhiana","Contact No : 9876303283, 161, 5022683,",Contact Person : mr. jaswinder dhawan
DHL EXPRESS INDIA PVT. LTD.,"shop no. 1� s.s. bus stand�model town- ludhiana -141002 , ludhiana","Contact No : , 0161 , 2433345,",Contact Person : NULL
ASSAM GAUHATI ROADWAYS,"143- first floor transport nagar ldh. , ludhiana","Contact No : 9803024315, 2600013,",Contact Person : harjit singh gill
VASHIST RELOCATION OF INDIA,"2908/4. near tele exc. t.p. nagar ldh. , ludhiana","Contact No : 9216427203, ,",Contact Person : NULL
MAJHA LUDHIANA GOODS CARRIER,"124-6- transport nagar ldh. , ludhiana","Contact No : 9915261177, 6574777,",Contact Person : sonu
AMIT MOTOR,"s.no.6. valmiki market ghora factory road ldh. , ludhiana","Contact No : 9888275000, ,",Contact Person : NULL
SAFEXPRESS,"metro road�focal point phase iv- ludhiana -141010 , ludhiana","Contact No : , 0161 , 5027928,",Contact Person : NULL
NEW BHARAT GOODS CARRIERS,"57- transport nagar ldh. , ludhiana","Contact No : 9878825877, 5022179, 5047443,",Contact Person : NULL
NAGPUR GOLDEN TRANSPORT CO.,"transport nagar- ludhiana -141003 , ludhiana","Contact No : , 0161 , 2605317, 0161 , 3266200,",Contact Person : NULL
CARAVAN TRANSPORT ORGANISATION (INDIA),"plot no. 119- transport nagar- ludhiana - (pb.) , ludhiana","Contact No : 9316918317, 9356818317, 161, 2220703, 5011525,",Contact Person : anand.v.tayal
CHINAR TRANSPORT CO.(REGD.),"821- iqbal ganj ludhiana , ludhiana","Contact No : 9317222223, 2727352,",Contact Person : NULL
OM SAMADHANAM,"4496-lig flat dhandra road- dugri- ludhiana - 141002 , ludhiana","Contact No : , 7817082489,",Contact Person : mr. b m chauhan
RELIANCE LIFE INSURANCE CO. LTD.,"sco 41- 2nd floor-� feroz ghandi market- ludhiana -141001 , ludhiana","Contact No : , 0161 , 3917004, 0161 , 180030008181,",Contact Person : NULL
NEW RAJASTHAN GOODS TRANSPORT CO.,"opp. appolo hospital g.t. road sherpur chowk ldh , ludhiana","Contact No : 9216825990, 5015712,",Contact Person : ram nivas
R.C.I. RAJDHANI CORPORATION INDIA,"4. new market transport nagar ldh , ludhiana","Contact No : 9417251662, 4627147, 5012659,",Contact Person : sarjit singh
GUARDIAN LIFE CARE PVT. LTD.,"jagjit nagar pakhowal chowk�pakhowal road- ludhiana -141002 , ludhiana","Contact No : 9815779041, ,",Contact Person : NULL
PARTAP GOODS CARRIERS,"sco-77- near gurumukh tyre transport nagar ldh. , ludhiana","Contact No : 9781866885, 9357385412, 3299227, 9357385412",Contact Person : mahender singh
HS TRUCK SALE,"no. 7� abdullapur basti�transport nagar- ludhiana -141003 , ludhiana","Contact No : 9872520006, ,",Contact Person : NULL
INDO KINNG CRANES & LIFTS,"plot no - 2684- opp. a.t.i gill road- ludhiana - 141003 , ludhiana","Contact No : 9815797721, 161, 5097721,",Contact Person : mr. vishal gupta
ALL INDIA TRAILER SYNDICATE (REGD.),"old truck union near indian overseas bank transport nagar g.t. road , ludhiana","Contact No : 9417221094, 4625969,",Contact Person : surinder arora
INDIAN FREIGHT CARRIERS,"plot no.148- transport nagar ldh. , ludhiana","Contact No : 9878020899, 2600985,",Contact Person : inderjeet singh
EAGLE MARITIME PVT. LTD.,"no. 108- shop no. c/205� oversea container freight station- phase 5�focal point- ludhiana -141010 , ludhiana","Contact No : , 0161 , 5018793,",Contact Person : NULL
TCI HOUSE,"lajpat rai market- khana�g.t. road- ludhiana -141401 , ludhiana","Contact No : , 0161 , 3234187,",Contact Person : NULL
ROYAL MOTOR TRANSPORT,"9- valmiki mandir ghora factory road ldh. , ludhiana","Contact No : 9815488582, ,",Contact Person : NULL
AAR TEE TRANSPORT CO.PVT.LTD.,"b-23/2818-r- transport opp. d.s. transport nagar , ludhiana","Contact No : 9356421389, ,",Contact Person : sanjay sharma
YUG ROADLINES,"b-xxx 3493- st no.3- hira nagar opp. transport nagar ldh. , ludhiana","Contact No : 9779763749, ,",Contact Person : rajiv garg
ASSAM PUNJAB ROADLINES,"143- first floor transport nagar ldh. , ludhiana","Contact No : 9417587648, ,",Contact Person : kuldeep singh
ISHAA LOGISTICS SOLUTION,"150 lst floor transport nagar ludhiana , ludhiana","Contact No : 8427949173, 5010773,",Contact Person : hans raj goyal
MAHARASHTRA RAJASTHAN CARRIERS,"b-23/2818-r- transport opp. d.s. transport nagar , ludhiana","Contact No : 9356886391, 2606391,",Contact Person : rajendar gill
CONNECT ROADLINES,"162- transport nagar ldh. , ludhiana","Contact No : 9317320008, 4634949,",Contact Person : vishal sharma
DARVESH SEA AIR TRANSPORT CO.,"bxxx-5335/a/179 st.no. 20 jiwan nagar nr state bank of india chandigarh road- ludhiana - 141010 , ludhiana","Contact No : 9872861555, 161, 5240002, 3,",Contact Person : mr. satwinder singh
NEW PUNJAB LOGISTICS,"plot no. 58 transport nagar ludhiana , ludhiana","Contact No : 9872500167, 9814400626, 9814700670, 01612666764,",Contact Person : jatinder singh gill| sukhdeep singh| sukhvir singh
CRYSTAL ELECTRICALS,"e-141-142- phase-iv- focal point- ludhiana - 141010 , ludhiana","Contact No : 9814000142, 161, 5014454, 2670559,",Contact Person : mr. davinder singh chaggar
PILANIA ROAD CARRIER(LDH.),"sco-66- shop.5- transport nagar ldh. , ludhiana","Contact No : 9478402563, ,",Contact Person : inder singh
SEWAK GOLDEN TRANSPORT CO.,"shop 28-� gurunanak market�transport nagar- ludhiana -141003 , ludhiana","Contact No : 9872554500, 0161 , 3201000, 0161 , 5027681,",Contact Person : gurmeet singh
NEW GREEN SALES PURCHASE,"plot no.150- transport nagar ludhiana , ludhiana","Contact No : 9417015453, ,",Contact Person : NULL
SODHI TEMPO SALE & PURCHASE,"punjab - ludhiana , ludhiana","Contact No : 9316943350, ,",Contact Person : NULL
HINDUSTAN MOTOR TRPT.,"b-23/2818-r- transport opp. d.s. transport nagar , ludhiana","Contact No : 9356057902, 2680219, 5015902,",Contact Person : d.s. choudhary
VIJAYANAND ROADLINE LTD.,"b-xxv1284-� sardar nagar road�ludhiana h.o.- ludhiana -141008 , ludhiana","Contact No : 9317603769, 9814003769, ,",Contact Person : surender
KARAM FREIGHT MOVERS,"room no. 75- no. c/145� bindra complex� - focal point- phase 5�focal point- ludhiana -141010 , ludhiana","Contact No : 9876944522, ,",Contact Person : NULL
D.R. ROAD CARRIERS,"sco-5- transport nagar ldh. , ludhiana","Contact No : 9357007543, ,",Contact Person : NULL
FCML INTERNATIONAL COURIER,"redex- no. 455- sohan palace- opp. tele exchange- the mall- ludhiana - 141001 , ludhiana","Contact No : 9888822567, 161, 2772567,",Contact Person : mr. manpreet singh batra
UPPAL INDIA,"punjab - ludhiana , ludhiana","Contact No : 9815605432, ,",Contact Person : NULL
SVCM,"tpt nagar , ludhiana","Contact No : 9653474435, 8196982671, 9653474435",Contact Person : vijay kumar
HARRI LOGISTICS,"no. 613-b� iqbal ganj road�iqbal ganj- ludhiana -141008 , ludhiana","Contact No : , 0161 , 2750273, 0161 , 3262073,",Contact Person : NULL
HPL LOGISTICS PVT. LTD.,"29 b dhyan singh complex- opp. bus stand- ludhiana , ludhiana","Contact No : 7817082390, ,",Contact Person : mr. harminderpal singh
NARANG CARRYING CORP.,"893/2. link road plot no.30- transport nagar ldh. , ludhiana","Contact No : 9417623664, 5050664, 3251813,",Contact Person : narindar
PATEL ROADWAYS LTD,"tagore nagar�gill road- ludhiana -141003 , ludhiana","Contact No : , 0161 , 2538851,",Contact Person : NULL
BIRJI MOTOR SALES & PURCHASE,"s.no.1. p.no.1. transport nagar ldh. , ludhiana","Contact No : 9888254044, ,",Contact Person : NULL
AGP RELOCATORS,"133- 1st floor transport nagar , ludhiana","Contact No : 9023839160, 9356758416,",Contact Person : rajpal dahiya
JANTA TRANSWAYS CORP.,"150 lst floor transport nagar ludhiana , ludhiana","Contact No : 9216512473, 5010773,",Contact Person : hans raj goyal
SUBH LABH ROAD CARRIER,"127- transport nagar ldh. , ludhiana","Contact No : 9316661064, ,",Contact Person : sishil sharma
HARRI LOGISTICS (INDIA),"sco-13-14- transport nagar ludhiana , ludhiana","Contact No : 9316650501, 4616436, 3264242,",Contact Person : suresh sharma
HAR JI TRANSPORT CORPORATION,"2818- transport nagar ldh. , ludhiana","Contact No : 8566000518, ,",Contact Person : harchetan singh
HDFC ERGO GENERAL INSURANCE CO. LTD.,"no. 88- 5th floor� surya tower�mall road- ludhiana -141001 , ludhiana","Contact No : , 0161 , 3988360,",Contact Person : NULL
KALRA TRANSPORT CO.,"163�bhai mana singh nagar- ludhiana -141008 , ludhiana","Contact No : , 0161 , 5189163,",Contact Person : inderjit singh
ORISSA GOODS CARRIERS,"gt road sher pur chowk opp. appolo hospital ldh. , ludhiana","Contact No : 9216200000, 5012265,",Contact Person : meher singh
LUDHIANA GUJRAT ROADWAYS,"l.g.r. house- sco-8- new market opp. mico pump near amar dharam kata transport nagar , ludhiana","Contact No : 9876116035, 5084935,",Contact Person : mohinder singh
AKAM TRUCK SALES & PURCHASE,"28- uppal market t.p. nagar ldh. , ludhiana","Contact No : 9888374388, ,",Contact Person : NULL
SWARN INDUSTRIES,"no. 8516- street no.16- a.t.i. road- ludhiana - 141003 , ludhiana","Contact No : 9888300402, 161, 5028655,",Contact Person : mr. ranjeet singh
NEW SETHI ROADLINES,"150- transport nagar ludhiana , ludhiana","Contact No : 9463139240, 2223606,",Contact Person : m.s. sethi
NANKANA SAHIB ROADLINES,"opp. appolo hospital g.t. road sherpur chowk ldh , ludhiana","Contact No : 9316924440, 5019236,",Contact Person : baldev
SUKHAM PACKERS & MOVERS,"plot no.66- transport nagar ldh. , ludhiana","Contact No : 9216285492, 6546692,",Contact Person : NULL
ZEDEX WORLDWIDE COURIER,"plot no. 9- 1st floor- amrit tower- plot no. a-1- indl. estate- partap chowk- ludhiana - 141003 , ludhiana","Contact No : 9501054312, 161, 4624312,",Contact Person : mr. bhupinder singh
S.S. SALE & PURCHSE,"punjab - ludhiana , ludhiana","Contact No : 9417421549, ,",Contact Person : NULL
JANTA TRANSPORT CORPORATION,"3- new market opp. mico diesel service near amar dharm kanta transport nagar ldh. , ludhiana","Contact No : 9815900294, 2601452, 5016796,",Contact Person : ananpal singh
V. R. LOGISTICS PVT. LTD.,"155- venus house- f/p st. no. 9- opp. urban estate nursery- jeevan nagar- ludhiana - 141010 , ludhiana","Contact No : 9876191035, 161, 5092394, 2678990,",Contact Person : mr. ramesh dewidi
SONEPAT GOODS CARRIERS,"33. work shop market transport nagar ldh. , ludhiana","Contact No : 9356859529, 5022715,",Contact Person : manoj sharma
RANDHWA ROADWAYS,"opp. appolo hospital g.t. road sherpur chowk ldh , ludhiana","Contact No : 9316924440, 5019236,",Contact Person : baldev
SAI ROAD CARRIERS,"49- transport nagar ludhiana , ludhiana","Contact No : 9815660024, 2220859,",Contact Person : NULL
OMAXE CRANES PVT. LTD.,"kalakh majri road- vill. rangian- near dehlon- ludhiana - 141003 , ludhiana","Contact No : 9914802000, ,",Contact Person : mr. harsimranjeet singh
MAHINDRA INSURANCE BROKERS LTD.,"plot no. 15� giaspura�ghumar mandi- ludhiana -141001 , ludhiana","Contact No : , 0161 , 2510347, 0161 , 6536167,",Contact Person : NULL
SUPER LOGISTICS (LUDHIANA),"15- transport nagar ludhiana , ludhiana","Contact No : 9417418523, 3260514,",Contact Person : amarjit singh
SIWACH PACKER & MOVERS,"127- transport nagar ldh. , ludhiana","Contact No : 9357116593, 4600366,",Contact Person : sanjay siwach
MAAN ROAD CARRIER,"plot no.2818- near speedway tyres transport nagar ldh. , ludhiana","Contact No : 9023271000, ,",Contact Person : randhir singh
PAWANDEEP TRUCK,"samrala chowk g.t. road- ludhiana -141003 , ludhiana","Contact No : , 0161 , 2222044,",Contact Person : NULL
SINGALA ROADLINES,"18- transport nagar ldh. , ludhiana","Contact No : 9316811070, ,",Contact Person : j.l. singal
CP WORLD,"no. 155� venus house�ludhiana h.o.- ludhiana -141010 , ludhiana","Contact No : , 0161 , 2678990, 0161 , 2678854, 0161 , 2676990,",Contact Person : rajesh kumar
NAVDURGA ROAD CARRIERS,"124- opp. truck parking tpt. nagar ldh. , ludhiana","Contact No : 9463414585, 4613477,",Contact Person : subhash kaushik
JAI DURGA FREIGHT CARRIER,"132- transport nagar ldh. , ludhiana","Contact No : 9316333405, 5051595,",Contact Person : iswar singh
PILOT CRANES PVT. LTD.,"g.t. road�g.t. road- ludhiana -141001 , ludhiana","Contact No : , 0161 , 2535491,",Contact Person : NULL
