Transporter,Address,Numbers,Contact Person
HIMLAYAN TRANSPORT SERVICE,"shiva parking- near ford showroom- lalmati- beltola , guwahati","Contact No : 9954985912, 9085729961, 9864285912, ,",Contact Person : parwaej alam
RD PACKERS & MOVERS,"kerakuchi- opp. hockey stadium- guwahati , guwahati","Contact No : 9435346000, 9706290723, 361, 2134000,",Contact Person :
ALL INDIA ROAD TRANSPORT AGENCY,"n.h-37- garoila- opp.maruti service station- nalapara- beltola , guwahati","Contact No : 9435079468, 9435017321, 0361, 2307075, 9830020245",Contact Person : g.s tiwari
A.B ROADLINES,"119- ktc building- near abc india ltd- beharbari- beltola guwahati , guwahati","Contact No : 9435043929, 9085071119, ,",Contact Person : a.k srivastav
P.C PACKERS & MOVERS,"r g barua road- guwahati , guwahati","Contact No : 8046081247, ,",Contact Person : mr d sharma
MAA AMBICA ROADLINES,"t.r. phookan road- machkhowa- guwahati , guwahati","Contact No : 9435741793, 9435048199, 0361, 2733835,",Contact Person : ram gopal verma
INSURANCE OMBUDSMAN,"jeevan nivesh building- guwahati gpo- panbazar overbridge- guwahati , guwahati","Contact No : , 361, 2132204,",Contact Person : NULL
ROHTAK SHILLONG ROADWAYS,"gill market- near-syndicate bank- gurudwara gali- nh-37- beltola , guwahati","Contact No : 9435049800, 9207090800, 9706052946, 0361, 2303300, 9435049800",Contact Person : j.p balyan
NORTH EAST TRAILOR SERVICE,"opp.maruti service station - n.h-37 road- garolia- guwahati , guwahati","Contact No : 9864076479, 9435342535, 9864101777, ,",Contact Person : p.talukadar
PALLAVI CARGO CARRIERS,"purbanchal sambaya bhawan- 2nd flore- room no-213/216 beltola- guwahati , guwahati","Contact No : 9864213462, 9864094304, 9435013462, 9085013462, 0361, 2300933,",Contact Person : bajrang
KEON LOGISTICS,"near thakur market- at road- bharalumukh- guwahati , guwahati","Contact No : 9999883401, 9435102524, ,",Contact Person :
KARNATAKA ROADLINES PVT.LTD,"opp.prince hotel kpthari super market- beltola , guwahati","Contact No : 970 7175518, 9864028491, ,",Contact Person : rajkumar p.
ICICI LOMBARD GENERAL INSURANCE,"kushan plaza- ganeshguri- guwahati , guwahati","Contact No : , 361, 2740426,",Contact Person : NULL
UJJAYANTA ROAD SERVICES,"n.h-37 road- nalapara- beltola guwahati , guwahati","Contact No : 9436128483, 9436121623, 9612878638, ,",Contact Person : ratan roy
ROYAL PACKERS & MOVERS,"ag office road opp eicher show room beltola nh37 guwahati assam , guwahati","Contact No : 9085022422, 9678431345,",Contact Person : shankar kumaar
ARUNACHAL FREIGHT CARRIERS,"rly.gate no-5- near mallik compound- athgaon- a.t road , guwahati","Contact No : 9435550619, 9085091744, ,",Contact Person : birendra ray
HISAR GUWAHATI TRANSPORT CO.,"room no-113- kothari market- beltola , guwahati","Contact No : 9435115850, 9706777528, 9401168561, ,",Contact Person : omkar sharma
HINDUSTAN GOODS CARRIERS PVT.LTD,"m.s road- opp.sadhana mandir near rly gateno-4 guwahati , guwahati","Contact No : 9435340007, ,",Contact Person : akash baheti
GOODLUCK CARRYING CORPORATION,"n.h-parking near bharat petrolium- n.h37- lalmati- beltola , guwahati","Contact No : 9435708851, 9864708851, 9678779251, 0361, 2135851,",Contact Person : sudhir kumar thakur
PREMIER ROAD CARRIER LTD.,"a.t road- vishnu mkt- 1st flore- room no-7- guwahati , guwahati","Contact No : 9435012922, 9435556487, 9401454203, 0361, 2630717,",Contact Person : sushil gupta
LOGISTIC TRANSPORT OF INDIA PVT.LTD.,"g.s.road- old post office- guwahati , guwahati","Contact No : 9435016482, 9435014135, 9678008250, 0361, 2344517, 2346327,",Contact Person : h.r.poswal
DURGA ROADLINES (REGD.),"n.h-37- near forest check post- lokhra chariali guwahati , guwahati","Contact No : 9085087398, 9435014923, 941058096, ,",Contact Person : bipul das
VIGNESH ROAD LOGISTIC,"2nd floor- hanuman tower- beltola guwahati , guwahati","Contact No : 8255005002, , 8255005002",Contact Person : praveen poonia
JAIRAM TRANSPORT CORPORATION,"h.o:pital karkhana compond-bishnupur main road guwahati. , guwahati","Contact No : 9957181731, 9613949030, 9957181731",Contact Person : ujjal paul.
PALLAVI PACKERS & MOVERS,"beltola- nh-37- near oja hyundai- opp. eicher show room- guwahati , guwahati","Contact No : 8876715759, ,",Contact Person : NULL
UNITED INDIA INSURANCE COMPANY LTD,"chibbar house- g s road- guwahati- near dispur post office- guwahati , guwahati","Contact No : , 361, 2341577, 2343655,",Contact Person : NULL
SOUTH ASSAM LOGISTICS,"dhanuka compex a block- 2nd flore s.j.road- athgaon , guwahati","Contact No : 9435404573, 0361, 2739021, 2739045,",Contact Person : praduman sharma
D TRANS RELOCATION PACKER AND MOVERS,"14s guhati , guwahati","Contact No : 9854421003, ,",Contact Person : gagan sharam
MANDEEP ROAD CARRIER,"n.h-37- lokhra- opp.centrail jail- near stadium guwahati beltola , guwahati","Contact No : 9706926496, 9706392116, 9864036034, ,",Contact Person : sukpreet singh
BRAR TRANSPORT COMPANY,"n.h-37- shiva parking- near ford showroom- lalmati- beltola , guwahati","Contact No : 9855527213, 9417688309, 9706021213, 9864607213, ,",Contact Person : jagsir singh brar
JAMUNA TRANSPORT CORPORATION,"80- rajiv chowk- jalukbari- near saraighat resturant- guwahati , guwahati","Contact No : 8011981278, ,",Contact Person : NULL
DHTC INDIA LIMITED,"nh 37 lokhra charli near bhawani petrol pump , guwahati","Contact No : 9435194659, 9707193202, 0361, 2236615,",Contact Person : mr j p nain
JAMSHED TRANSPORT CO.LTD.,"room no-100- kirandeep building- near-gurudwara- beltola , guwahati","Contact No : 9435045165, ,",Contact Person : krushna chandra pati
AASHU PACKERS AND MOVERS,"house no 14 amrit nagar basistha chariali beltola , guwahati","Contact No : 8822461275, 9864061275,",Contact Person : preety choudhury
MAA KAMAKHYA PACKAGING&MOVERS,"hanuman tower beltola , guwahati","Contact No : 9401210592, 9508695523,",Contact Person : ranjit das
RIYA ROADWAYS,"n.s.road- fatashil guwahati , guwahati","Contact No : 9954099011, 9435148048, ,",Contact Person : rajesh
PRAKASH TRANSPORT CORP.,"NULL , guwahati","Contact No : 9440677641, 0361, 2514251,",Contact Person : NULL
INDIAN TRANSPORT CARRIER,"lokhra service station- n.h-37 bypass - village bet kuchi p.o-saw kuchi , guwahati","Contact No : 9370253911, 9864756211, ,",Contact Person : pankaj choubey
SPEED EXPRESS,"hotel bilas complex- guwahati-shillong road- bora service ulubari- guwahati , guwahati","Contact No : 9435197914, 361, 2463694,",Contact Person : NULL
ITC PACKERS AND MOVERS,"beltola guwahati assam , guwahati","Contact No : 08723055001, 09508699790,",Contact Person : parveen
BAJAJ ALLIANZE GENERAL INSURANCE,"2nd floor- n h center point- gs road- ulubari- opp. bora service station- guwahati , guwahati","Contact No : 18002095858, 361, 2463330, 2463331, 2460088,",Contact Person : NULL
KAMALA ROADLINES,"n.h-37 roy complex- nalapara- beltola- guwahati , guwahati","Contact No : 9864034072, 9864090977, 9864811069, 0361, 2309727,",Contact Person : s.r deka
AASHU LOGISTICS & PACKING PVT. LTD.,"h.no-15-amritnagar- basistha chariali , guwahati","Contact No : 7399040609, 0361, 2304266,",Contact Person : manoj
NEW JAY HIND ROADWAYS,"beltola lalmati -near , guwahati","Contact No : 9864021494, 03612305300, 9864021494",Contact Person : jitendat goswami
MAA KARNI TRANSPORT CORP.,"shankar metal compound- bishnupur- guwahati , guwahati","Contact No : 9864216021, 9864173482, 0361, 2478782,",Contact Person : balwinder singh
GUWAHATI TAMILNADU FEIGHT CARRIERS,"lokhra service station- n.h-37 bypass - lokhra , guwahati","Contact No : 9864092694, 9957938290, 9957996134, ,",Contact Person : mangal
NATIONAL INSURANCE COMPANY LTD,"motilal nehru road- panbazar- guwahati , guwahati","Contact No : 18001201430, 361, 2541495, 2543805,",Contact Person : NULL
SPEED CARGO CARRIERS,"pital karkhana compound- bishnupur- guwahati , guwahati","Contact No : 9435116793, 361, 2478781,",Contact Person : NULL
JAIRAM TRANSPORT CORPORATION,"h.o:pital karkhana compond-bishnupur main road guwahati. , guwahati","Contact No : 9957181731, 9613949030, 9957181731",Contact Person : ujjal paul.
EAST CARRYING CORP.,"n.h-37- lalmati beltola- guwahati , guwahati","Contact No : 9435149411, ,",Contact Person : h.c.poswal
RELIGARE INSURANCE BROKING LTD,"g s road- abc bus stop- bhangagarh- g s road- guwahati , guwahati","Contact No : , 361, 2465351,",Contact Person : NULL
NAINA EXPRESS PVT.LTD.,"3rd floor-room no.7hanuman tower- beltola chariali-guwahati , guwahati","Contact No : 9864278911, 9435302800, 9435304080, 9864278910, 0361, 2305858,",Contact Person : ganesh ojha
HAWELIA ROADWAYS (INDIA),"mallik compound- near rly.gate no-5 a.t road- , guwahati","Contact No : 9864326641, 9435839621, 0361, 2518964,",Contact Person : NULL
AEGON RELIGARE LIFE INSURANCE COMPANY LTD,"5th floor- peace enclave- g s road- guwahati gpo- guwahati , guwahati","Contact No : , 361, 6116002,",Contact Person : NULL
THE NEW INDIA ASSURANCE COMPANY LTD(REGIONAL),"north eastern reg office- g s road- bhangagarh- guwahati , guwahati","Contact No : , 361, 2529575, 2463561,",Contact Person : NULL
MEGHA ROADWAYS,"n.h-37 road- nalapara- beltola guwahati , guwahati","Contact No : 9954003038, 9864503038, 9864050707, 9508427948, ,",Contact Person : sanjeev mishra
NEW SONIPATH GUWAHATI TRANSPORT CO.,"deka complex - opp.cigratte company- biharbari- n.h-37 road- beltola- guwahati , guwahati","Contact No : 9864046198, 9435116222, 9707446198, ,",Contact Person : ravinder singh hooda
KAMAKHYA BIHAR ROADWAYS,"near century godown- kali mandir road- nalapara- guwahati , guwahati","Contact No : 9864030046, 9706030046, 8822430046, ,",Contact Person : sambhu choudhary
ASSAM HARYANA ROADLINES,"n.h-37- beharbari chariali near nilachal parking- beltola guwahati , guwahati","Contact No : 9435017414, 0361, 2303666,",Contact Person : prahlad sharma
SONIPAT GUWAHATI TPT. CO.,"shiva parking- near ford showroom- lalmati- beltola , guwahati","Contact No : 9706074807, 9706014875, ,",Contact Person : dalbir hooda
MRC TRANSPORT PVT.LTD.,"n.h-37- near-nidhi bhawan- lalmati- beltola- guwahati , guwahati","Contact No : 9864126783, 0361, 2302611, 2302772,",Contact Person : b.l.sharma
AGARWAL MONER GROUP,"jatin tamuil complex- 2nd flore- mauza beltola- guwahati , guwahati","Contact No : 8811075003, ,",Contact Person : ashutosh mishra
TRANSAFE LOGISTICS,"n.h-37-nalapara- beltola- guwahati , guwahati","Contact No : 8752885619, 9774659307, ,",Contact Person : t.kasar
H R PACKERS AND MOVERS,"house n. 2 banalaxmi path income tax colony road bangaon guwahati assam 781028 , guwahati","Contact No : 9508088088, 9706069210,",Contact Person : hardeep singh
AASHU ROADLINES,"house no 15 amrit nagar basistha chariali beltola , guwahati","Contact No : , 9864061275,",Contact Person : amit singh
P.K. ROADWAYS,"near xenon weight bridge- opp.nidhi bhawan-n.h-37 road- lalmati- guwahati , guwahati","Contact No : 9864033378, 9864021190, 0361, 2303494,",Contact Person : parddep gupta
B.H. ROADWAYS CORP.,"room no-48- kirandeep building- n.h-37 beltola- guwahati , guwahati","Contact No : 8876511125, 9531005555, 9435843918, 0361, 2301489,",Contact Person : b.l.bansal
MODERN PACKAGING,"forest gate- narengi- guwahati , guwahati","Contact No : , 0361, 2633332,",Contact Person : harmohan kalita
KOLKATA GUWAHATI ROADWAYS,"n.h-37- lalung goan- lokhra- guwahati , guwahati","Contact No : 9678760061, 9854739350, 9678389696, 9707328970, ,",Contact Person : binder
AVG LOGISTICS,"lokhra- guwahati , guwahati","Contact No : 9435409641, 2738087,",Contact Person : samir
ARC CARGO PACKERS AND MOVERS,"basistha chariali beltola- guwahati , guwahati","Contact No : 9954278214, 09678738425,",Contact Person : packers and movers
LOGISTIC TRANSPORT OF INDIA PVT. LTD.,"g.s.road- old post office bus stoppage , guwahati","Contact No : 9435014135, 03612346327,",Contact Person : r.s.tiwari
AASHU LOGISTICS & PACKAGING PVT LTD,"basistha chariali beltola- guwahati , guwahati","Contact No : 9864061275, 361, 2304266,",Contact Person : NULL
NATIONAL PACKERS & CARRIERS,"silpukhri- guwahati , guwahati","Contact No : 9864055306, ,",Contact Person : NULL
AUTOMOBILE CARRIERS,"a-5- mahaveer market- fancy bazar- guwahati , guwahati","Contact No : 9435040533, 981822774, ,",Contact Person : sanjay jain
POPULAR PACKERS,"silpukhri- guwahati , guwahati","Contact No : 9864109852, ,",Contact Person : shau ji
HIMLAYAN TRANSPORT SERVICE,"shiva parking- near ford showroom- lalmati- beltola , guwahati","Contact No : 9954985912, 9085729961, 9864285912, ,",Contact Person : parwaej alam
RD PACKERS & MOVERS,"kerakuchi- opp. hockey stadium- guwahati , guwahati","Contact No : 9435346000, 9706290723, 361, 2134000,",Contact Person :
ALL INDIA ROAD TRANSPORT AGENCY,"n.h-37- garoila- opp.maruti service station- nalapara- beltola , guwahati","Contact No : 9435079468, 9435017321, 0361, 2307075, 9830020245",Contact Person : g.s tiwari
A.B ROADLINES,"119- ktc building- near abc india ltd- beharbari- beltola guwahati , guwahati","Contact No : 9435043929, 9085071119, ,",Contact Person : a.k srivastav
P.C PACKERS & MOVERS,"r g barua road- guwahati , guwahati","Contact No : 8046081247, ,",Contact Person : mr d sharma
MAA AMBICA ROADLINES,"t.r. phookan road- machkhowa- guwahati , guwahati","Contact No : 9435741793, 9435048199, 0361, 2733835,",Contact Person : ram gopal verma
INSURANCE OMBUDSMAN,"jeevan nivesh building- guwahati gpo- panbazar overbridge- guwahati , guwahati","Contact No : , 361, 2132204,",Contact Person : NULL
ROHTAK SHILLONG ROADWAYS,"gill market- near-syndicate bank- gurudwara gali- nh-37- beltola , guwahati","Contact No : 9435049800, 9207090800, 9706052946, 0361, 2303300, 9435049800",Contact Person : j.p balyan
NORTH EAST TRAILOR SERVICE,"opp.maruti service station - n.h-37 road- garolia- guwahati , guwahati","Contact No : 9864076479, 9435342535, 9864101777, ,",Contact Person : p.talukadar
PALLAVI CARGO CARRIERS,"purbanchal sambaya bhawan- 2nd flore- room no-213/216 beltola- guwahati , guwahati","Contact No : 9864213462, 9864094304, 9435013462, 9085013462, 0361, 2300933,",Contact Person : bajrang
KEON LOGISTICS,"near thakur market- at road- bharalumukh- guwahati , guwahati","Contact No : 9999883401, 9435102524, ,",Contact Person :
KARNATAKA ROADLINES PVT.LTD,"opp.prince hotel kpthari super market- beltola , guwahati","Contact No : 970 7175518, 9864028491, ,",Contact Person : rajkumar p.
ICICI LOMBARD GENERAL INSURANCE,"kushan plaza- ganeshguri- guwahati , guwahati","Contact No : , 361, 2740426,",Contact Person : NULL
UJJAYANTA ROAD SERVICES,"n.h-37 road- nalapara- beltola guwahati , guwahati","Contact No : 9436128483, 9436121623, 9612878638, ,",Contact Person : ratan roy
ROYAL PACKERS & MOVERS,"ag office road opp eicher show room beltola nh37 guwahati assam , guwahati","Contact No : 9085022422, 9678431345,",Contact Person : shankar kumaar
ARUNACHAL FREIGHT CARRIERS,"rly.gate no-5- near mallik compound- athgaon- a.t road , guwahati","Contact No : 9435550619, 9085091744, ,",Contact Person : birendra ray
HISAR GUWAHATI TRANSPORT CO.,"room no-113- kothari market- beltola , guwahati","Contact No : 9435115850, 9706777528, 9401168561, ,",Contact Person : omkar sharma
HINDUSTAN GOODS CARRIERS PVT.LTD,"m.s road- opp.sadhana mandir near rly gateno-4 guwahati , guwahati","Contact No : 9435340007, ,",Contact Person : akash baheti
GOODLUCK CARRYING CORPORATION,"n.h-parking near bharat petrolium- n.h37- lalmati- beltola , guwahati","Contact No : 9435708851, 9864708851, 9678779251, 0361, 2135851,",Contact Person : sudhir kumar thakur
PREMIER ROAD CARRIER LTD.,"a.t road- vishnu mkt- 1st flore- room no-7- guwahati , guwahati","Contact No : 9435012922, 9435556487, 9401454203, 0361, 2630717,",Contact Person : sushil gupta
LOGISTIC TRANSPORT OF INDIA PVT.LTD.,"g.s.road- old post office- guwahati , guwahati","Contact No : 9435016482, 9435014135, 9678008250, 0361, 2344517, 2346327,",Contact Person : h.r.poswal
DURGA ROADLINES (REGD.),"n.h-37- near forest check post- lokhra chariali guwahati , guwahati","Contact No : 9085087398, 9435014923, 941058096, ,",Contact Person : bipul das
VIGNESH ROAD LOGISTIC,"2nd floor- hanuman tower- beltola guwahati , guwahati","Contact No : 8255005002, , 8255005002",Contact Person : praveen poonia
JAIRAM TRANSPORT CORPORATION,"h.o:pital karkhana compond-bishnupur main road guwahati. , guwahati","Contact No : 9957181731, 9613949030, 9957181731",Contact Person : ujjal paul.
PALLAVI PACKERS & MOVERS,"beltola- nh-37- near oja hyundai- opp. eicher show room- guwahati , guwahati","Contact No : 8876715759, ,",Contact Person : NULL
UNITED INDIA INSURANCE COMPANY LTD,"chibbar house- g s road- guwahati- near dispur post office- guwahati , guwahati","Contact No : , 361, 2341577, 2343655,",Contact Person : NULL
SOUTH ASSAM LOGISTICS,"dhanuka compex a block- 2nd flore s.j.road- athgaon , guwahati","Contact No : 9435404573, 0361, 2739021, 2739045,",Contact Person : praduman sharma
D TRANS RELOCATION PACKER AND MOVERS,"14s guhati , guwahati","Contact No : 9854421003, ,",Contact Person : gagan sharam
MANDEEP ROAD CARRIER,"n.h-37- lokhra- opp.centrail jail- near stadium guwahati beltola , guwahati","Contact No : 9706926496, 9706392116, 9864036034, ,",Contact Person : sukpreet singh
BRAR TRANSPORT COMPANY,"n.h-37- shiva parking- near ford showroom- lalmati- beltola , guwahati","Contact No : 9855527213, 9417688309, 9706021213, 9864607213, ,",Contact Person : jagsir singh brar
JAMUNA TRANSPORT CORPORATION,"80- rajiv chowk- jalukbari- near saraighat resturant- guwahati , guwahati","Contact No : 8011981278, ,",Contact Person : NULL
DHTC INDIA LIMITED,"nh 37 lokhra charli near bhawani petrol pump , guwahati","Contact No : 9435194659, 9707193202, 0361, 2236615,",Contact Person : mr j p nain
JAMSHED TRANSPORT CO.LTD.,"room no-100- kirandeep building- near-gurudwara- beltola , guwahati","Contact No : 9435045165, ,",Contact Person : krushna chandra pati
AASHU PACKERS AND MOVERS,"house no 14 amrit nagar basistha chariali beltola , guwahati","Contact No : 8822461275, 9864061275,",Contact Person : preety choudhury
MAA KAMAKHYA PACKAGING&MOVERS,"hanuman tower beltola , guwahati","Contact No : 9401210592, 9508695523,",Contact Person : ranjit das
RIYA ROADWAYS,"n.s.road- fatashil guwahati , guwahati","Contact No : 9954099011, 9435148048, ,",Contact Person : rajesh
PRAKASH TRANSPORT CORP.,"NULL , guwahati","Contact No : 9440677641, 0361, 2514251,",Contact Person : NULL
INDIAN TRANSPORT CARRIER,"lokhra service station- n.h-37 bypass - village bet kuchi p.o-saw kuchi , guwahati","Contact No : 9370253911, 9864756211, ,",Contact Person : pankaj choubey
SPEED EXPRESS,"hotel bilas complex- guwahati-shillong road- bora service ulubari- guwahati , guwahati","Contact No : 9435197914, 361, 2463694,",Contact Person : NULL
ITC PACKERS AND MOVERS,"beltola guwahati assam , guwahati","Contact No : 08723055001, 09508699790,",Contact Person : parveen
BAJAJ ALLIANZE GENERAL INSURANCE,"2nd floor- n h center point- gs road- ulubari- opp. bora service station- guwahati , guwahati","Contact No : 18002095858, 361, 2463330, 2463331, 2460088,",Contact Person : NULL
KAMALA ROADLINES,"n.h-37 roy complex- nalapara- beltola- guwahati , guwahati","Contact No : 9864034072, 9864090977, 9864811069, 0361, 2309727,",Contact Person : s.r deka
AASHU LOGISTICS & PACKING PVT. LTD.,"h.no-15-amritnagar- basistha chariali , guwahati","Contact No : 7399040609, 0361, 2304266,",Contact Person : manoj
NEW JAY HIND ROADWAYS,"beltola lalmati -near , guwahati","Contact No : 9864021494, 03612305300, 9864021494",Contact Person : jitendat goswami
MAA KARNI TRANSPORT CORP.,"shankar metal compound- bishnupur- guwahati , guwahati","Contact No : 9864216021, 9864173482, 0361, 2478782,",Contact Person : balwinder singh
GUWAHATI TAMILNADU FEIGHT CARRIERS,"lokhra service station- n.h-37 bypass - lokhra , guwahati","Contact No : 9864092694, 9957938290, 9957996134, ,",Contact Person : mangal
NATIONAL INSURANCE COMPANY LTD,"motilal nehru road- panbazar- guwahati , guwahati","Contact No : 18001201430, 361, 2541495, 2543805,",Contact Person : NULL
SPEED CARGO CARRIERS,"pital karkhana compound- bishnupur- guwahati , guwahati","Contact No : 9435116793, 361, 2478781,",Contact Person : NULL
JAIRAM TRANSPORT CORPORATION,"h.o:pital karkhana compond-bishnupur main road guwahati. , guwahati","Contact No : 9957181731, 9613949030, 9957181731",Contact Person : ujjal paul.
EAST CARRYING CORP.,"n.h-37- lalmati beltola- guwahati , guwahati","Contact No : 9435149411, ,",Contact Person : h.c.poswal
RELIGARE INSURANCE BROKING LTD,"g s road- abc bus stop- bhangagarh- g s road- guwahati , guwahati","Contact No : , 361, 2465351,",Contact Person : NULL
NAINA EXPRESS PVT.LTD.,"3rd floor-room no.7hanuman tower- beltola chariali-guwahati , guwahati","Contact No : 9864278911, 9435302800, 9435304080, 9864278910, 0361, 2305858,",Contact Person : ganesh ojha
HAWELIA ROADWAYS (INDIA),"mallik compound- near rly.gate no-5 a.t road- , guwahati","Contact No : 9864326641, 9435839621, 0361, 2518964,",Contact Person : NULL
AEGON RELIGARE LIFE INSURANCE COMPANY LTD,"5th floor- peace enclave- g s road- guwahati gpo- guwahati , guwahati","Contact No : , 361, 6116002,",Contact Person : NULL
THE NEW INDIA ASSURANCE COMPANY LTD(REGIONAL),"north eastern reg office- g s road- bhangagarh- guwahati , guwahati","Contact No : , 361, 2529575, 2463561,",Contact Person : NULL
MEGHA ROADWAYS,"n.h-37 road- nalapara- beltola guwahati , guwahati","Contact No : 9954003038, 9864503038, 9864050707, 9508427948, ,",Contact Person : sanjeev mishra
NEW SONIPATH GUWAHATI TRANSPORT CO.,"deka complex - opp.cigratte company- biharbari- n.h-37 road- beltola- guwahati , guwahati","Contact No : 9864046198, 9435116222, 9707446198, ,",Contact Person : ravinder singh hooda
KAMAKHYA BIHAR ROADWAYS,"near century godown- kali mandir road- nalapara- guwahati , guwahati","Contact No : 9864030046, 9706030046, 8822430046, ,",Contact Person : sambhu choudhary
ASSAM HARYANA ROADLINES,"n.h-37- beharbari chariali near nilachal parking- beltola guwahati , guwahati","Contact No : 9435017414, 0361, 2303666,",Contact Person : prahlad sharma
SONIPAT GUWAHATI TPT. CO.,"shiva parking- near ford showroom- lalmati- beltola , guwahati","Contact No : 9706074807, 9706014875, ,",Contact Person : dalbir hooda
MRC TRANSPORT PVT.LTD.,"n.h-37- near-nidhi bhawan- lalmati- beltola- guwahati , guwahati","Contact No : 9864126783, 0361, 2302611, 2302772,",Contact Person : b.l.sharma
AGARWAL MONER GROUP,"jatin tamuil complex- 2nd flore- mauza beltola- guwahati , guwahati","Contact No : 8811075003, ,",Contact Person : ashutosh mishra
