Transporter,Address,Numbers,Contact Person
RAHILLA TRANSPORT CO.,"opp. acc cement godown dariya chd. , chandigarh","Contact No : 9501468146, ,",Contact Person : NULL
ASSOCIATESD ROAD CARRIERS LTD.,"5- transport area sec-26- chandigarh , chandigarh","Contact No : , 2792740, 4619013, 5006722,",Contact Person :
P & R ENGINEERING SERVICES PVT. LTD,"office no. 7- 2nd floor� sector 35a- chandigarh -160022 , chandigarh","Contact No : , 0172 , 2647937,",Contact Person : NULL
SOUTH BOMBAY FREIGHT CARRIERS,"8- transport area sec-26- chnadigarh , chandigarh","Contact No : 9876378400, ,",Contact Person : NULL
ICICI LOMBARD GENERAL INSURANCE CO. LTD.,"sector 11- press club sector 27c- chandigarh -160027 , chandigarh","Contact No : 9872349830, 0172 , 2650893,",Contact Person : NULL
CITIZEN CARRIERS,"16- transport area chandigarh , chandigarh","Contact No : 9988894948, ,",Contact Person : NULL
DOABA ROADWAYS (CHANDIGARH),"45. new timber market sec-26- chd. , chandigarh","Contact No : 9888899957, 5086573,",Contact Person : NULL
SRI KRISHNA CARGO CARRIERS,"42- new timber market sec-26 chandigarh , chandigarh","Contact No : 9316069262, 5006153,",Contact Person : NULL
CHANDIGARH FARIDABAD TRANSPORT CO.,"shop no.10- opp. truck parking sec-26- chd. , chandigarh","Contact No : 9876090216, ,",Contact Person : NULL
NEW MALWA MOTOR TRANSPORT COMPANY (REGD.),"sec-26- transport area chandigarh , chandigarh","Contact No : 9815859477, 2790277,",Contact Person : NULL
BABA MOHAN DASS TRANSPORT COMPANY,"p.no.5- transport area sec-26 chd , chandigarh","Contact No : 9357933316, 3072816,",Contact Person : NULL
HARJIT ROAD TRANSPORT CORPN.,"p.no.185- ind.area phase-2- chandigarh , chandigarh","Contact No : , 5079505, 5078505,",Contact Person :
BHORUKA LOGISTICS PVT. LTD.,"plot no. 26� transport area�sector 19- chandigarh -160019 , chandigarh","Contact No : , 02250 , 791416, 02250 , 376706,",Contact Person : NULL
CALCUTTA CARRIER OF INDIA,"near gas agency sec-26 chandigarh , chandigarh","Contact No : 9357068931, 9711817786, 3198931, 01202420389,",Contact Person : NULL
CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED,"s.c.o. 2463-2464- ii floor- sector 22 - c- chandigarh - 160022 , chandigarh","Contact No : , 172, 3091212,",Contact Person : mr. shiv kumar
LEISURE FLIES TRAVELS PVT. LTD.,"sco 122-123- second floor- cabin no:57- sec-8-c- chandigarh - 160008 , chandigarh","Contact No : 9814910087, 172, 4620087, 4630087,",Contact Person : mr. kamal rana
WALIA CARGO CARRIERS (REGD.),"8- transport area chandigarh , chandigarh","Contact No : 9417198622, ,",Contact Person : NULL
A SHIV GANGA PACKERS & MOVERS,"2239. mari wala towen mani majra chd. , chandigarh","Contact No : 9316524694, 3249430,",Contact Person : NULL
RAJAT FREIGHT CARRIERS,"5- transport area sec-26- chandigarh , chandigarh","Contact No : 9317576144, 5006044,",Contact Person : NULL
HARDIK LOGISTICS PVT.LTD,"639- near h.p. gas godwon darwa chd , chandigarh","Contact No : 9357629724, ,",Contact Person : NULL
CARE INDIA PACKERS & MOVERS,"322- transport nagar sec-26 chandigarh , chandigarh","Contact No : 9417485158, 5085158,",Contact Person : NULL
MITAL TRANSPORT CORPN.,"rig road dariya , chandigarh","Contact No : 9316060036, ,",Contact Person : NULL
UNIQUE CARRIERS PVT.LTD.,"plot no.13- transport area chandigarh , chandigarh","Contact No : 9316023728, ,",Contact Person : NULL
LUCKY TRANSPORT CORPORATRION (REGD.),"near gas agency sec-26 chandigarh , chandigarh","Contact No : 9814418363, ,",Contact Person : NULL
GOLDEN HIGHWAYS GOODS CARRIERS (REGD.),"34- new timber market chandigarh , chandigarh","Contact No : 9316025207, ,",Contact Person : NULL
A-ONE TRANSPORT SERVICE,"38. lnd. area phase-2. chandigarh , chandigarh","Contact No : 9814838541, 4621133,",Contact Person : NULL
WESTERN CARRIERS,"chandigarh ambala road zirakhpur , chandigarh","Contact No : 9316093631, ,",Contact Person : NULL
TEJ CARRIERS & LOGISTICS,"plot no.35- lst floor new timber market sec-26- chd. , chandigarh","Contact No : 9357913488, 5006488,",Contact Person : dalbir singh
NEW KOHLI TRANSPORT (REGD.),"1789- deep complex hello mazra chd , chandigarh","Contact No : , 2650440, 2655728,",Contact Person :
SARAS TRANSPORT COMPANY (REGD.),"transport area chandigarh , chandigarh","Contact No : 9814106299, ,",Contact Person : NULL
PIER CONSULTANTS,"sco 218-219- sector 34-a- near petrol pump- chandigarh - 160022 , chandigarh","Contact No : 9988980097, 172, 4650097,",Contact Person : mr. avtar arora
ARYAN TRANSPORT CO.,"42- new timber market sec-26 chandigarh , chandigarh","Contact No : 9815598998, 5006070,",Contact Person : NULL
AMBEY LOGISTICS,"sco-867- cabin no.20-21 nack market main mazara , chandigarh","Contact No : 9217532922, 4678384,",Contact Person : NULL
LALJI MULJI TRANSPORT PVT.LTD.,"plot no.5. transport area sec-26- chd. , chandigarh","Contact No : 9317890123, 5006710,",Contact Person : NULL
SAVANI TRANSPORT COMPANY LTD.,"26- transport area chandigarh , chandigarh","Contact No : , 2793219, 5006219,",Contact Person :
JASROTIA TRANSPORT CO.,"chd-amb. road zirakhpur , chandigarh","Contact No : 9815174537, 6533469,",Contact Person : NULL
BANSAL ROADWAYS (REGD.),"20- transport area chandigarh , chandigarh","Contact No : 9356041755, ,",Contact Person : NULL
HIMACHAL FREIGHT CARRIERS (REGD.),"p.no.312. opp. 23- transport area chd , chandigarh","Contact No : 9417307359, 2792065,",Contact Person : NULL
JAI BAJRANG TRANSPORT CO.,"819- ind. area phase-2 chd. , chandigarh","Contact No : 9779260111, ,",Contact Person : NULL
SHREE KRISHNA PACKERS & MOVERS,"2237- 1st flore- pipali wala town- manimajra- nr- four dhaba , chandigarh","Contact No : 9988924551, 9023785635, 0172, 6534551,",Contact Person : krishan kumar
IND-NEP TRANSPORT SERVICE,"opp- acc cement godown dariya chd. , chandigarh","Contact No : 9316812289, ,",Contact Person : NULL
MALKIT CRANE SREVICE,"302-� new motor market manimajra- chandigarh -160001 , chandigarh","Contact No : 9814473884, 0172 , 2735840,",Contact Person : NULL
HARYANA RAIPUR TRANSPORT COMPANY,"scf- 162- top floor back side grain market sec-26- chd , chandigarh","Contact No : 9316125259, ,",Contact Person : yadvinder waraich
MALIK TRANSPORT COMPANY,"42- new timber market sec-26 chandigarh , chandigarh","Contact No : , 3264059, 3044059, 5006259, 9215161351",Contact Person :
PUREX LOGISTICS SERVICES,"no-42- new timber market- sec-26- chandigarh , chandigarh","Contact No : 8800780956, 7307242007, 8968687221, ,",Contact Person : hemant sharma
MASTER BASE INFRASTRUCTURE LTD,"sco-14- 2nd floor- cabin no. 1-2- mohali sas nagar- chandigarh , chandigarh","Contact No : 9914716613, 0172, 5063613,",Contact Person : kishan
MADAAN ROADLINES,"641- h.p. gas godown road darwa- chd. , chandigarh","Contact No : 9216300955, ,",Contact Person : NULL
THREE STAR TRANSPORT CARGO LOGISTICS,"1790- deep complex hello mazra chandigarh , chandigarh","Contact No : 9356528187, ,",Contact Person : NULL
GLOBE CARRIERS,"p.no.14- phase-1- ind. area panchkula , chandigarh","Contact No : 9316088321, ,",Contact Person : NULL
CARGO CARRIERS INDIA (REGD.),"6- transport area sec-26. chandigarh , chandigarh","Contact No : 9316021535, 2791868,",Contact Person : NULL
EKTA HIGHWAY CARRIERS PVT LTD,"village dariya , chandigarh","Contact No : 9501022831, ,",Contact Person : mr. naresh
COMPETENT SYNERGIES PVT. LTD.,"sco 201-203- sec 34 a- chandigarh - 160022 , chandigarh","Contact No : , 172, 5088888, 2623888, 5089350, 55,",Contact Person : mr. h. s. khurana
SAINATH LOGISTICS,"plot no.390- ind. area phase-2. chd. , chandigarh","Contact No : 9316032839, , 9318044144",Contact Person : NULL
PERFECT LOGISTICS,"opp. mayur hotel zirakhpur , chandigarh","Contact No : 9216284492, ,",Contact Person : NULL
BHARTI AXA INSURANCE CO. LTD.,"sco no. 350-351-352- 1st floor� sector 34a- chandigarh -160034 , chandigarh","Contact No : 9999999999, ,",Contact Person : NULL
DILIGENT FINANCIAL PLANNERS,"sco 3033- 1st floor� sector 22d- chandigarh -160022 , chandigarh","Contact No : 9316310461, 0172 , 4026359,",Contact Person : harpreet singh
AGGARWAL PACKERS & MOVERS,"182/54 ind. area phase-1 chd , chandigarh","Contact No : 9316133628, ,",Contact Person : NULL
CHAMBA SIMLA TRANSPORT CO.,"plot no.31- new timber market chandigarh , chandigarh","Contact No : , 5006329, 5006429, 5006229,",Contact Person :
SRI KRISHNA LOGISTICS INDIA,"p.no.532- near h.p. gas agency dariya chandigarh , chandigarh","Contact No : 9878782525, ,",Contact Person : NULL
BOMBAY BANARAS TRANSPORT CO. PVT.LTD.,"ambala road zirakhpur , chandigarh","Contact No : 9815615208, ,",Contact Person : NULL
UNIFREIGHT INDIA LTD.,"plot no. 517a� village dariya�panchkula- chandigarh -160019 , chandigarh","Contact No : 9355558830, 0172 , 3251672,",Contact Person : r.d. sharma
JALANDER GOLDEN TRANSPORT CO.,"37- new timber market chd. , chandigarh","Contact No : 9316734666, ,",Contact Person : NULL
MALIK CARGO CARRIERS,"9- transport area chandigarh , chandigarh","Contact No : 9814041411, ,",Contact Person : NULL
UNITED SAFE TRANSPORT,"p.no.636- near gas agency darwa chandigarh , chandigarh","Contact No : 9356175230, 9779383775, 9050717915",Contact Person : bablu sharma
UNIQUE CARRIERS PVT. LTD.,"plot no. 13� transport area�sector 26- chandigarh -160026 , chandigarh","Contact No : 9316023728, 0172 , 2790834,",Contact Person : manish
JAI MATA TRANSLINKS CO.,"19- sunrise colony parbhat zirakhpur , chandigarh","Contact No : 9316557059, ,",Contact Person : NULL
NAV BHARAT TRANSPORT,"36- ind. area phase-2- chandigarh , chandigarh","Contact No : 9815678542, ,",Contact Person : NULL
MAA ANNAPURNA TRANSPORT AGENCY,"p.no.9 phase-ll ind. area panchkula chandigarh , chandigarh","Contact No : 9316006336, 5057336,",Contact Person : NULL
NEW UPKAR ROADLINES,"27- transport nagar sec-26 chd , chandigarh","Contact No : 9417382578, 2791896,",Contact Person : NULL
LUCKY CRANE SERVICES,"no. 2� transport area�sector 26- chandigarh -160026 , chandigarh","Contact No : , 0172 , 2792102,",Contact Person : lakhbir singh
SIDDHARTH COURIER & CARGO PVT. LTD.,"scf 6�sector 9d- chandigarh -160009 , chandigarh","Contact No : , 0172 , 2743656,",Contact Person : NULL
LIFE INSURANCE CORPORATION OF INDIA,"h.no. 2373- sec. 50c- bsnl soc.- chandigarh - 160047 , chandigarh","Contact No : 9417602428, ,",Contact Person : mr. bhushan kumar arora
EXPORT CREDIT GUARANTEE CORPORATION OF INDIA LTD.,"1st floor-� p.h.d. chambers� - sector 31a�chandigadh- chandigarh -160031 , chandigarh","Contact No : , 0172 , 5003627, 0172 , 5003628, 0172 , 5003629,",Contact Person : NULL
MUMBAI SOUTHERN ROADWAYS (P) LTD.,"room no.18- shree arihanth bhawan zirakhpur , chandigarh","Contact No : 9316409158, ,",Contact Person : NULL
IPR PACKERS & MOVERS,"5- transport area sec-26- chandi garh , chandigarh","Contact No : 9872964123, ,",Contact Person : rajesh sharma
ANAND ROAD CARRIERS (REGD.),"p/no.5. transport area sec-26 chd. , chandigarh","Contact No : 9316065111, 3047753,",Contact Person : NULL
OMKARA TRANSPORT (P)LTD.,"5- transport area sec-26- chandigarh , chandigarh","Contact No : 9356606683, 3079441,",Contact Person : NULL
TCI XPS,"21- transport area sec-26 chandigarh , chandigarh","Contact No : , 2790250, 3244842,",Contact Person :
STAR PACKER & MOVERS,"sco-867- cabin no.20-21 nack market main mazara , chandigarh","Contact No : 9814111993, 5007831,",Contact Person : NULL
CHANDIGARH BOMBAY GOODS CARRIERS,"plot no.4- transport area sec-26 chd , chandigarh","Contact No : 9316124346, ,",Contact Person : NULL
CHANDIGARH MADRAS ROADLINES,"5- transport area chandigarh , chandigarh","Contact No : 9815290911, ,",Contact Person : NULL
ADMIRABLE EXPRESS,"sco-483-84- 1st floor- sector-35 c- chandigarh - 160035 , chandigarh","Contact No : 9888008661, 172, 5005661, 44, 65718467, 65718468, 65718455, 65718456, 65718459, 65718471, 65718461, 65718462,",Contact Person : mr. piyush bahl
BIR TRANSPORT COMPANY,"26- transport area sec-26- chandigarh , chandigarh","Contact No : 9814904326, 4666308,",Contact Person : NULL
CHOUDHARY GOLDEN TRANSPORT,"p.no.9 phase-ll ind. area panchkula , chandigarh","Contact No : 9318572362, ,",Contact Person : NULL
CHAMBA MANDI TRANSPORT (REGD.),"plot no.36- new timber market sec-26 chd. , chandigarh","Contact No : , 5006144, 4645320,",Contact Person :
AMRIT SAFE ROADLINES (REGD.),"4- transport area sec-26 chd. , chandigarh","Contact No : 9316033996, 9967655948, 4632731, 22, 66202500,",Contact Person : NULL
CHIRAG CARGO CARRIERS,"vill-prabhat zirakhpur , chandigarh","Contact No : 8591917799, ,",Contact Person : NULL
KULBINDER MOTORS STORE,"scf 401- new motor market�manimajra- chandigarh -160101 , chandigarh","Contact No : 9815628913, 0172 , 2733458,",Contact Person : NULL
HINDUSTAN TRUCKING COMPANY,"1- transport area sec-26- chd. , chandigarh","Contact No : 9876610467, ,",Contact Person : NULL
BIC LOGISTICS VENTURES LTD.,"plot no.7- opp. kamla market phase-1- mohali , chandigarh","Contact No : 9915147295, 5090510,",Contact Person : NULL
DRS TRANSPORT PVT LTD.,"new 181- phase 1-� manimajra- chandigarh -160101 , chandigarh","Contact No : , 0172 , 2637339,",Contact Person : NULL
EFC LOGISTICS INDIA PVT.LTD.,"cabin no.4- rajan palaza enclave zirakhpur , chandigarh","Contact No : 9356150550, ,",Contact Person : NULL
EASTERN SAFE ROADWAYS (P) LTD.,"plot no.5. transport area sec-26- chd. , chandigarh","Contact No : 9316567207, ,",Contact Person : NULL
MONARCH RAILING,"sco-497-498- sec-35c- chandigarh , chandigarh","Contact No : , 0172, 2543133,",Contact Person : NULL
BEST HOME PACKERS & MOVERS,"21- lst floor gali no.3 shanti nagar chandigarh , chandigarh","Contact No : 9815551262, 3201125,",Contact Person : NULL
KULU SIMLA GOODS COMPANY,"28- transport area chd. , chandigarh","Contact No : , 5017006, 2791973, 5012806,",Contact Person :
ECNOMIC FREIGHT CARRIERS LTD.,"40- near h.p. gase agency vill darwa chandigarh , chandigarh","Contact No : 9317584003, ,",Contact Person : NULL
PAUL MERCHANTS LIMITED,"sco. 829-830- sector-22 a- chandigarh - 160022 , chandigarh","Contact No : , 172, 5025090, 5041786,",Contact Person : mr. piyush despande
SWASTIK ROADLINES PVT.LTD.,"sco-46- canam plaza sec-11- panchkula , chandigarh","Contact No : 9356268882, ,",Contact Person : NULL
BLR LOGISTIKS (I) LTD.,"23- arihanth building chd-amb. road zirkapur , chandigarh","Contact No : 9316801037, ,",Contact Person : NULL
NEW KAMAL GOODS CARGO CARRIERS,"27- transport area chandigarh , chandigarh","Contact No : , 2792538, 5006733,",Contact Person :
SYAN ROADLINES,"8- transport area chandigarh , chandigarh","Contact No : 9316121080, ,",Contact Person : NULL
STANDARD TRANSPORT CORPN.,"p.no.402- ind. area phase-2- panchkula , chandigarh","Contact No : 9317520022, ,",Contact Person : NULL
PRAKSH ROADLINES LTD.,"42- timber market sec-26- chandigarh , chandigarh","Contact No : 9915608363, ,",Contact Person : NULL
PUNJAB SOUTH ROAD CARRIERS,"5- transport area chandigarh , chandigarh","Contact No : 9216989200, 3072144,",Contact Person : NULL
JEHLUM ROADWAYS (REGD.),"14- transport area sec-26- chd. , chandigarh","Contact No : 9316689177, ,",Contact Person : NULL
MAKKAR TRANSPORT COMPANY,"fazilka chungi near varun dham mandir , chandigarh","Contact No : 9988801600, 7837844300, 9988801600",Contact Person : sandeep makkar
RAJENDER ROADLINES,"s.no.5- palam enclave chandigarjh road zirakhpur , chandigarh","Contact No : 9316158535, ,",Contact Person : NULL
RAMAN GOODS CARRIERS (REGD.),"chandigarh ambala road zirakhpur , chandigarh","Contact No : 9988828280, ,",Contact Person : NULL
OM EXCORT CARGO,"opp. acc cement godown dariya chd. , chandigarh","Contact No : 9318089878, ,",Contact Person : NULL
TEAM ONE LOGISTICS,"42- new timber market sec-26 chandigarh , chandigarh","Contact No : 9914540227, ,",Contact Person : NULL
CHOUDHARY ROAD CARRIERS PVT.LTD,"20- sec-26- chandigarh , chandigarh","Contact No : 9316039166, ,",Contact Person : NULL
EASTERN SORABH TRANSPORT CORPN.,"prabhat road zakhirapur , chandigarh","Contact No : 9316044539, ,",Contact Person : NULL
DHTC LOGISTICS LIMITEDS,"chawala complex amb-chd. road zirakhpur , chandigarh","Contact No : 9216318102, ,",Contact Person : NULL
MONGIPA ROADWAYS PVT.LTD.,"141- ind. area phase-2- panchkula , chandigarh","Contact No : 9316216333, 5048141,",Contact Person : NULL
ANKUR LOGISTICS,"near h.p.gas agency road darwa chd. , chandigarh","Contact No : 9915286801, 6530353,",Contact Person : NULL
NEW GENERAL FREIGHT CARRIER,"shop no.1 transport area chd. , chandigarh","Contact No : 9216520721, 5006021,",Contact Person : NULL
TEJ LOGISTICS & PACKERS,"sco 2 - palam enclave -zirakpur , chandigarh","Contact No : 8591858064, 01762315451,",Contact Person : devendera
AOV FOREX PVT. LTD.,"sco-373-374- 1st floor (next to hdfc bank)- sector-35b- chandigarh - 160022 , chandigarh","Contact No : 9815480022, 172, 3915291,",Contact Person : mr. j. k. pathak
NEW CHANDIGARH PUNJAB TRANSPORT CO.(REGD.),"5- transport area sec-26- chandigarh , chandigarh","Contact No : 9872169944, 5086866,",Contact Person : NULL
AEGON RELIGARE,"sco 24-25� sector 9d- chandigarh -160009 , chandigarh","Contact No : , 0172 , 6628334,",Contact Person : NULL
AARYAN TRANSPORT COMPANY,"plot no 42-ff-new timber market transport area sector 26 , chandigarh","Contact No : 9815598998, , 9815598998",Contact Person : amit sharma
PURI ROAD CARRIERS,"14- transport area sec-26- chd. , chandigarh","Contact No : , 2790742, 5006200,",Contact Person :
BOMBAY PUNJAB ROADLINES (REGD.),"ambala chandiharh road zirakhpur , chandigarh","Contact No : 9815180631, 6530201,",Contact Person : NULL
KERLA TRANSPORT COMPANY,"1790. deep complex hello majra chd , chandigarh","Contact No : 9316061856, 2650069,",Contact Person : NULL
AVR LOGISTICS,"390. ind. area phase-2- panchkula chd. , chandigarh","Contact No : 9988289711, ,",Contact Person : NULL
THE PREM ROADLINES CORPORATION,"scf no.18- chandigarh ambala road zirakhpur , chandigarh","Contact No : 9815077497, 5010489,",Contact Person : NULL
SRI BALAJI TRANSPORT CORPORATION,"chandigarh ambala road malik complex zirakhpur , chandigarh","Contact No : 9357397744, ,",Contact Person : NULL
ANGEL BROKING LTD.,"no. sco-98� sector 44c- chandigarh -160047 , chandigarh","Contact No : , 0172 , 3092700,",Contact Person : NULL
SANKAR LOGISTICS PVT.LTD.,"40- near h.p. godown dariya chandigarh , chandigarh","Contact No : 9357404149, ,",Contact Person : NULL
TIME & SPACH HAULERS,"5- transport area sec-26- chandigarh , chandigarh","Contact No : 9356293097, ,",Contact Person : NULL
INDIAN CARGO MOVERS,"312- opp. p.no.22- transport area chd. , chandigarh","Contact No : 9316108255, 2791125, 7982830213",Contact Person : NULL
PUNJAB GUJRAT ROADLINES,"near h.p. gas agency darwa chandigarh , chandigarh","Contact No : 9357905340, ,",Contact Person : NULL
IRC INDIA LTD.,"plot no.28- transport area chandigarh , chandigarh","Contact No : 9357241073, 08877562383, 09386701353,",Contact Person : NULL
CHANDIGARH EXPRESS TRANSPORT CO.,"27- transport area sec-26- chd. , chandigarh","Contact No : , 2792538,",Contact Person : NULL
