Transporter,Address,Numbers,Contact Person
NEW PRATAP ROADWAYS,"308- veena chambers- 4th clive- cross road- mumbai , mumbai","Contact No : , 23480669, 23481647,",Contact Person : NULL
THE MP ASSAM ROADWAYS,"101- devraj bhavan- plot no.38- sector-19c- vashi- navi mumbai , mumbai","Contact No : 9323806886, 27664539, 32582886,",Contact Person : NULL
INTERWAYS TRANSPORTS,"41 mahavir chambers- 333 samuel street- mumbai , mumbai","Contact No : 9082612426, 9967640588, , 9082612426",Contact Person : rajesh khandelwal
SHREE SETH CARGO,"s1-sai shubham bldg. geeta nagar- mira road (e) mumbai , mumbai","Contact No : 7737366366, 9920272617, 9082863116",Contact Person : sachin
CONCORD TRANSOORT ORGANIZATION,"plot no.15- saibaba nagar- shell colony road- chembur- mumbai , mumbai","Contact No : , 25223402, 65823991,",Contact Person : NULL
SOUTH LEO PACKERS & MOVERS OF INDIA,"409- trapinex house- 15- sholapur street- dana bunder- mumbai , mumbai","Contact No : 9323502663, 9323806539, 23730463, 23705285,",Contact Person : NULL
BALAJI PACKERS & MOVERS,"5- rajaram complex- plot no.e-3- sector-3- kharghar- navi mumbai , mumbai","Contact No : 9820071825, 27868497, 32999738, 32999739,",Contact Person : NULL
RUPEE TALK FINANCIAL SERVICES PVT. LTD.,"16- 2nd floor- niraj industrial estate- off mahakali caves road�andheri east- mumbai -400092 , mumbai","Contact No : 9920016645, 022 , 42474071,",Contact Person : chinar samant
AHUJA CARRYING CORPN.,"404- vardhman chamber- kalyan street- mumbai , mumbai","Contact No : 9322403811, 23735777,",Contact Person : NULL
BOMBAY TRANSPORT CORPORATION OF INDIA,"room no.11- jimmi complex- plot no.30- sector no.19c- vashi- navi mumbai , mumbai","Contact No : 9321074591, 9321883034, 27898439,",Contact Person : hk tripathi
RELO-KING MOVERS,"sector 21- kamothe , mumbai","Contact No : 7498069303, 7738694014, 7498069303",Contact Person : sumit sharma
DELTA LOGISTIC RELOCATION,"p-4- hemant manjrekar market- sion-koliwada- sion- mumbai , mumbai","Contact No : 9821445694, 9324445694, 32955957,",Contact Person : NULL
BHIWANDI PATNA ROADWAYS & WAREHOUSE,"rama krishna naikk compound- behind rc petrol pump- rahnal- tal. bhiwandi , mumbai","Contact No : , 02522, 271597, 272200,",Contact Person : NULL
MR. INDIA CARGO CARRIERS,"shop no.2- bunty shunty hotel- mumbai-panvel road- kalyan phata- navi mumbai , mumbai","Contact No : 9892403411, 9320403411, 9967042772, 32657057,",Contact Person : NULL
BHAKTI ROADLINES,"shop no.1- yamuna krupa building- near shani mandir- sector-20- airoli- navi mumbai , mumbai","Contact No : 9320054410, 9004084410, 32184410,",Contact Person : sunil tiwari
ANUPAM TRANSPORT CORPORATION,"130-� shaida marg- dongari channel�chinch bunder- mumbai -400009 , mumbai","Contact No : 9223684013, 022 , 23714388,",Contact Person : ashish
AAYUSH RELOCATION SERVICE,"shop 6/8- krishna apartment- sector 50- old nerul seawood�nerul west- mumbai -400106 , mumbai","Contact No : 9321644131, ,",Contact Person : nawasingh
ZAKO BUILD SYSTEMS PVT. LTD.,"no. 1- happy homes c. h. s.- plot no. 30- sector - 20- kharghar- navi mumbai - 410 210- maharashtra- india , mumbai","Contact No : 9920755607, ,",Contact Person : ms. suma (general manager)
SHREE SETH CARGO,"s1-sai shubham bldg. geeta nagar- mira road (e) mumbai , mumbai","Contact No : 7737366366, 9920272617, 9082863116",Contact Person : sachin
BOMBAY BATALA ROAD CARRIERS,"101- damodar madvi building- above sadanand hotel- balkum naka- thane west , mumbai","Contact No : 9323208906, 9930949555, 25420326,",Contact Person : NULL
RAPHAEL ENGINEERING PRIVATE LIMITED,"plot-828- k. w. c kalamboli navi mumbai - 410 218- maharashtra- india , mumbai","Contact No : 9322988680, ,",Contact Person : mr. antony �(director)
AMAR ROAD CARRIERS,"431- central facility building no.2- apmc market-2- sector-19- vashi- navi mumbai , mumbai","Contact No : 9920179677, 9930626244, 32191822, 27890722,",Contact Person : NULL
VARDAYINI ROAD CARRIERS,"308- doshi chambers- nandlal jani road- poona street- dana bunder- masjid east- mumbai , mumbai","Contact No : 9321304111, 9321304112, 9320050411, 32654619, 23746799, 65205258,",Contact Person : rakesh dubey
N.K.ROADWAYS,"b304 steel chamber tower near teliphone excheng kalamboli , mumbai","Contact No : 9322322108, 02227424108, 9322322108",Contact Person : kuldeep lohan
OM SAI TRANSPORT (MUMBAI),"om sai complex- 2nd floor- b-2- opp. rahnal bus stop- rahnal- bhiwandi , mumbai","Contact No : 9320026833, 9320026833, 02522314144,",Contact Person : suman agarwal
SKY ROADLINK,"107 gayatri residency khandagle estate purna bhiwandi , mumbai","Contact No : 7846950650, 0000000000, 7846950650",Contact Person : akash pandey
ARABIAN LEGEND FREIGHT & SHIPPING PVT. LTD.,"506- 5th floor- karishma chambers- next to bombay cambridge school- j.b. nagar- andheri (e) mumbai - 400099 , mumbai","Contact No : 9987417744, 22, 28205152, 53, 28205100, 28205151,",Contact Person : mr. raymond d'carmo
VEENA PACKERS & MOVERS,"212- mallik building- plot no.14/15- sector-19c- vashi- navi mumbai , mumbai","Contact No : 9324174636, 27898130, 25862121, 6251777,",Contact Person : NULL
RISHI PACKERS & MOVERS,"357- central facility building no.2- apmc market- sector-19- vashi- navi mumbai , mumbai","Contact No : 9833989883, 9371682009, 27900067, 32220009, 41231675,",Contact Person : NULL
AJAYAMERU TRAILOR SERVICE,"office no.109 plot no.857a-maruti chember steel market kalamboli , mumbai","Contact No : 9324297266, ,",Contact Person : satyanarayan
SKYLAND PACKERS & MOVERS,"b-305- marchant centre- sector-19c- vashi- navi mumbai , mumbai","Contact No : 9320651518, 27651518, 32716671,",Contact Person : NULL
SPEEDAGE EXPRESS CARGO SERVICE,"neelkanth udyog bhavan� - sakinaka char rasta- andheri kurla road�saki naka- mumbai -400072 , mumbai","Contact No : 9820143675, 9833410508, ,",Contact Person : abhijit bhowmick
RAJ CARGO CARRIERS,"351- central facility building no.2- apmc market- sector-19- vashi- navi mumbai , mumbai","Contact No : 93248224487, 9820029341, 9321141341, 32254341,",Contact Person : NULL
ALLIED SHIPPING AGENCIES PVT. LTD.,"no. 107� navratna building� - p. d'mello road�carnac bunder- mumbai -400009 , mumbai","Contact No : 9987433297, 022 , 23485010, 022 , 23485011,",Contact Person : nikam
ACTIVE PACKERS AND MOVERS,"gala no 9- kapas wadi- dn nagar-juhu versova link road- andheri west , mumbai","Contact No : 9892353844, 9323231665, 2228323844,",Contact Person : munir a
ACTIVE PACKERS AND MOVERS,"gala no 9- kapas wadi- dn nagar-juhu versova link road- andheri west , mumbai","Contact No : 9892353844, 9323231665, 2228323844,",Contact Person : munir a
JK EXPRESS,"732- grohitam building- plot no.14/b- sector-19- vashi- navi mumbai , mumbai","Contact No : , 27896406, 32996406,",Contact Person : NULL
TRISHUL TRANSPORT CO. PVT. LTD.,"52- kapadia chambers- devji ratansey marg- mumbai , mumbai","Contact No : , 23488411, 23488511, 65200600,",Contact Person : NULL
UNITED NATIONAL PACKERS & MOVERS,"f1-2- santa niwas- behind sainath hotel- saki naka- andheri east- mumbai , mumbai","Contact No : , 28528828,",Contact Person : NULL
LOCAL TRANSPORT,"office no.208- sian siddhi building- 2nd floor- plot no.165/174- sector-19c- vashi- navi mumbai , mumbai","Contact No : 9323279374, 9321459527, 27894968, 27894982,",Contact Person : NULL
MUDGIL PACKERS & MOVERS,"453- central facility building no.2- apmc market- sector-19- vashi- navi mumbai , mumbai","Contact No : , 22926076, 32132711,",Contact Person : NULL
KAIVAL AUTO ACCESSORIES,"37/c- girgaum terrace- benham hall lane- mumbai - 400004 , mumbai","Contact No : 9867721067, 22, 30015067, 66275067, 23820067,",Contact Person : mr. manoj patel
PATEL CARGO PACKERS & MOVERS,"shop no.25/26- lok nisarga market- near suraj water park- opp. panchamrut bus stop- ghod bhunder road- wadavali- thane west , mumbai","Contact No : 9322070217, 9320434546, 25972684,",Contact Person : sanjay kumar
PATEL WAREHOUSING CORPORATION,"113- veena chamber- ist floor- clive cross road- dana bunder- masjid- mumbai , mumbai","Contact No : , 23486389, 23481168, 40230831,",Contact Person : NULL
INFINITE CONSULTING,"no. 403- 4th floor� manek smruti- nehru road�vile parle east- mumbai -400057 , mumbai","Contact No : 8097078999, 8080816499, 022 , 61164033,",Contact Person : ashish shah
RELIABLE CARGO CARRIERS,"shop no.8- krishna building- plot no.34- sector-36- kamothe- navi mumbai , mumbai","Contact No : 9321152573, 9223252573, 9029694964, 32222163, 65992163,",Contact Person : NULL
NARANJI PERAJ TRANSPORT COMPANY,"satyam shopping centre� - mahatma gandhi road�ghatkopar east- mumbai -400077 , mumbai","Contact No : , ,",Contact Person : NULL
SUPREME FREIGHT CARRIERS,"402- pranav chamber- opp. gaodevi bus stop- thane west , mumbai","Contact No : , 2545770, 25454771, 9222522240",Contact Person : sj mishra
ABC TRANSPORT COMPANY,"mumbai office , mumbai","Contact No : 9818215879, ,",Contact Person : abhishek
FUTURE GROUP,"sobo central- 5th floor- 84- pt. madan mohan malviya marg- tardeo- mumbai - 400034 , mumbai","Contact No : 9323929994, 22, 66201400,",Contact Person : miss. vaneeta mehta
KRISHNKANT RAI - D.T.D.C. CARGO LTD.,"shop no. 5- building no. g3� ghansoli- mumbai -400070 , mumbai","Contact No : 9022175955, ,",Contact Person : krishnkant rai
POLFROST AIRCON PRIVATE LIMITED,"plot no. a- 144/7- m.i.d.c.- industrial area- t.t.c pawane- navi mumbai - 400 705- maharashtra- india , mumbai","Contact No : 9321602100, 022, 27632054,",Contact Person : mr. vinod thakkar �(director)
RAJASTHAN TRAILORS SERVICE,"118- maruti chamber- ist floor- kalamboli- navi mumbai , mumbai","Contact No : 9320126401, 8080876667, 27423601, 27423692,",Contact Person : anil mulchandani
DEEP DARSHAN LOGISTICS,"a-211- steel chamber towers- plot no.514- kalamboli , mumbai","Contact No : 9619443188, 27420404,",Contact Person : swapnil nikam
RITVEYRAAJ CARGO SHIPPING CONTAINERS,"4 and 5-saooli- j p rd- andheri west- opp. andheri sports complex- mumbai - 400058 , mumbai","Contact No : 9820353576, 22, 26203138, 26282519, 26232857, 32562526,",Contact Person : mr. kunal berani
INTERWAYS TRANSPORTS,"41 mahavir chambers- 333 samuel street- mumbai , mumbai","Contact No : 9082612426, 9967640588, , 9082612426",Contact Person : rajesh khandelwal
EFC LOGISTICS INDIA PVT. LTD.,"801/802- kamlacharan- jawahar nagar- road no.2- goregaon west- mumbai , mumbai","Contact No : , 40929777,",Contact Person : NULL
CITY TRANSPORT SERVICE,"crystal plaza- new link road�andheri west- mumbai -400053 , mumbai","Contact No : , 022 , 26733593, 022 , 26733594,",Contact Person : rohit gupta
IDEAL CAR CARRIERS,"211- maruti chamber- kalamboli- navi mumbai , mumbai","Contact No : 9320688837, 9819268899, 27423966,",Contact Person : NULL
AMI INDIA LOGISTIC PVT. LTD.,"no. 401� marine chambers� - sir vithaldas thakersey road- new marine lines�church gate- mumbai -400020 , mumbai","Contact No : , 022 , 66174500,",Contact Person : milind joshi
PRAKASH PACKERS & MOVERS,"unit no.6- acme industrial park- ib patel road- goregaon east- mumbai , mumbai","Contact No : , 26862400, 26858888,",Contact Person : NULL
ASSOCIATED ROAD CARRIER PVT. LTD.,"ground floor� udwani compound- agra road�thane west- mumbai -400603 , mumbai","Contact No : 9323373477, 022 , 25820220, 022 , 25829163, 022 , 32579096,",Contact Person : v.k. tripati
MRC LOGISTICS PRIVATE LIMITED,"106- tirupati udyog- i.b. patel road- near aarey bridge- (opp. h.p. petrol pump) w.e. highway- goregaon (e)- mumbai -63 , mumbai","Contact No : 9324148308, 2040337777,",Contact Person : vijay aggarwal
BOMBAY ANDHRA ROADWAYS PVT. LTD.,"a-233- steel chamber- kalamboli- navi mumbai , mumbai","Contact No : 9820626363, 27420748, 27420288,",Contact Person : amit agarwal
KAMAL MOTORS,"shop no. 6- survey no. 22� profit centre� - village gogiwade- sativalli road�vasai- mumbai -401205 , mumbai","Contact No : 9322908175, 9423983126, 0250 , 3259433,",Contact Person : nazia
MAA ANNAPURNA ROADLINES & WAREHOUSE,"godown no. q-55- jai mata di compound- opp. hanuman complex- kalher village- bhiwandi- distt. thane , mumbai","Contact No : 9323943262, 9960642737, 9619146448, ,",Contact Person : bl sharma
VISHAL GOODS STORAGES,"tare compound godown no.1- near bayer india godown- kasheli- bhiwandi- distt. thane , mumbai","Contact No : 9869737652, 02522, 273981,",Contact Person : NULL
SAINATH CONTAINERS MOVERS,"b-322- steel chamber tower- 3rd floor- plot no.514- near kalamboli steel complex- kalamboli- navi mumbai , mumbai","Contact No : 9820037716, 9820039916, 27424101, 27425101,",Contact Person : NULL
N. S. HUSSAINA LOGISTICS & SERVICES,"a-3- ground floor- sai suman building behind vikroli bus depot- near vikroli railway station- vikhroli(e)- mumbai - 400083 , mumbai","Contact No : 7817082408, ,",Contact Person : mr. nooruddin neemuchwala
TULSI CASTINGS AND MACHINING LIMITED,"aidun bldg. �a� block- 1st floor- office no 3- 1st dhobi talao lane- opp. metro cinema- mumbai - 400002 , mumbai","Contact No : , 22, 40833333,",Contact Person : mr. naresh joshi
JET CLEARING FORWADING & SHIPPING AGENTS,"engineer bldg.- room no. 35- 2nd floor- 288- s.b. singh marg- mumbai - 400001 , mumbai","Contact No : , 22, 22672747, 22651898, 22672746,",Contact Person : mr. thomas theknath
ARUN CAR CARRIERS,"shop no.1- om shakti hotel- near ibp petrol pump- mumbra panvel highway- near kalyan phata- mumbra- thane , mumbai","Contact No : 9324538383, 9322207898, 9867757458, 65528383,",Contact Person : arun sharma
R-TRANS RELOCATION,"tare compound- behind shree krishna hotel- opp. dahisar check naka- dahisar east- mumbai , mumbai","Contact No : 8080070173, 28484161, 28484264,",Contact Person : NULL
AIMS INTERNATIONAL PACKERS & MOVERS,"4/15- kanzim manzil- opp. l & t- sakivihar road powai- mumbai , mumbai","Contact No : 9870331932, 9867269190, 28573625,",Contact Person : NULL
J. J. HOIST SERVICES,"unit no. a-59- bhandup industrial estate- lbs marg- bhandup west- mumbai - 400078 , mumbai","Contact No : 9819997320, 22, 25961130, 25961829,",Contact Person : mr. john trevor francis
DHATURA PACKERS & MOVERS,"shop no.7- bd compound- near holly spirit school- mahakali caves- road- andheri east- mumbai , mumbai","Contact No : , 28302576,",Contact Person : NULL
SAI INVESTMENTS,"102- keshar baugh building- b.j. deorukhkar road- naigaon� dadar east- mumbai -400028 , mumbai","Contact No : 8082053219, ,",Contact Person : sainath
SKYWAY PACKERS & MOVERS,"shop no.16- shree prasth building- near shree ram hospital- ghod bunder road- owala village- thane west , mumbai","Contact No : 9322911331, 9930711186, 25971686,",Contact Person : NULL
SWEETY TRANSPORT CORPORATION,"208- steel chamber- broach street- mumbai , mumbai","Contact No : 9323341918, 32449588, 23481746, 23483542,",Contact Person : NULL
VD ROADLINES,"ld patil building- plot no.39/5- sector-24- near indusind bank- turbhe village- navi mumbai , mumbai","Contact No : 9892172571, 9930705027, 9323693800, 65124326, 65124329,",Contact Person : NULL
AFCO LOGISTICS PVT. LTD.,"b 316 marchant centre sec 19 - vashi new mumbai , mumbai","Contact No : 9321194321, 02227802441,",Contact Person : sunil dalvi
PACIFIC CONTAINERS,"vishal mandlr ground flr 6th road khar (west)- mumbai - 400052- maharashtra- india , mumbai","Contact No : 9322286808, ,",Contact Person : mr. manager
PARAM PACKERS AND MOVERS,"6 ambick tears 4th clive x road dana bunder mumbai , mumbai","Contact No : 9820930676, 02223481750,",Contact Person : manoj sharma
WARNER INDUSTRIES,"kohli house- 6-d- nesbit road- mazagaon- mumbai - 400010 , mumbai","Contact No : 9820026864, 22, 23732886, 23732887,",Contact Person : mr. rajesh kohli
OOCL LOGISTICS INDIA PVT LTD,"5th foor icc chambers-saki vihar -powai-mumbai , mumbai","Contact No : 9870055524, 02242681171, 9870055524",Contact Person : kamal kumar sahoo
RCI LOGISTICS PVT. LTD.,"404- veena chambers- 4th floor- 4th clive cross road- dana bunder- mumbai , mumbai","Contact No : , 23487612, 23484642, 32554638,",Contact Person : NULL
KOTHARI HEAVY LIFTERS,"runwal nagar building- no. a/6- off 1 & 2- narolipada kolbad- thane west mumbai , mumbai","Contact No : 9820618415, 022, 25471732,",Contact Person : mr. nilesh kothari
VIKAS ROAD CARRIERS,"shop no.1- building no.b-43- brindaban society- thane west , mumbai","Contact No : 9323278751, 9321393379, 25454515,",Contact Person : NULL
MAAVAISHNO PACKERS & MOVERS,"705- grohitam building- plot no.14b- sector-19- vashi- navi mumbai , mumbai","Contact No : 9323590565, 9323282925, 27650942, 27650943,",Contact Person : NULL
N.K.ROADWAYS,"b304 steel chamber tower near teliphone excheng kalamboli , mumbai","Contact No : 9322322108, 02227424108, 9322322108",Contact Person : kuldeep lohan
PANAM PACKERS & MOVERS,"311- vardhman chamber- kalyan street- mumbai , mumbai","Contact No : , 23778181, 23781779, 40228181,",Contact Person : NULL
BHAGYASHREE TRANSPORT,"malad , mumbai","Contact No : 8369668692, 9892427895, 8369668692",Contact Person : mayur sandhu
GUNJAN TRANSPORT SERIVCES,"office no.6a- new hemant manjrekar market- gtb nagar- sion east- mumbai , mumbai","Contact No : 9323256192, 9323821299, 24087191,",Contact Person : NULL
DHAKA ROAD CARRIERS,"anjur petrol pump- mumbai-nasik highway- mankali naka- bhiwandi , mumbai","Contact No : 9320527163, 9321321513, 02522, 344858, 647202,",Contact Person : NULL
SKY ROADLINES,"354- 3rd floor- central facility building-1- apmc market-1- phase-ii- sector-19- vashi- navi mumbai , mumbai","Contact No : 9320893664, 27881719, 27880628, 32109704,",Contact Person : NULL
VIJAY WAREHOUSING CORPN.,"8- vanmala compound- near batra petrol pump- rahnal village- bhiwandi , mumbai","Contact No : , 02522, 272748,",Contact Person : NULL
INDIAN TRANSPORT ORG.,"313- mohid heights- lokhandwala road- near rto lane- four bunglows- andheri (west) , mumbai","Contact No : 7065517868, 022 26393396, 7065517868",Contact Person : gaurav pant
AGARWAL PACKETS & MOVERS,"301- prestige chamber- kalyan street- mumbai , mumbai","Contact No : , 23718507, 23735921, 23714648,",Contact Person : NULL
GUPTA WAREHOUSE & FORWADING AGENCY,"gupta warehousing complex- anjur road- dapoda village- bhiwandi , mumbai","Contact No : , 02522, 273416, 271214,",Contact Person : NULL
RAJA GOLDEN TRANSPORT CO.,"b/2- jk warehousing complex- near parsurma school- thane-bhiwandi road- kalher- bhiwandi , mumbai","Contact No : 9323596006, 02522, 271013, 25346183,",Contact Person : NULL
MARURTIINT PACKERS & MOVERS,"sawant niwas- 3rd floor- kishan nagar no.3- thane west , mumbai","Contact No : 9321184811, 9321115691, 32994811,",Contact Person : NULL
SAI RAM PACKERS & MOVERS,"c-101- eastend apt. sector-6a- plot no.26- near mahindra & mahindra- kamothe- navi mumbai , mumbai","Contact No : 9892305979, 27426470, 27899079, 25893994,",Contact Person : NULL
WESTERN INDIA CRANE SERVICE,"thakkar building- bata compound- khopat- thane west- mumbai , mumbai","Contact No : 9820053420, 022, 25477618,",Contact Person : NULL
MUMBAI PACIFIC LOGISTICS,"e 309 mumbai pacific logistics , mumbai","Contact No : 7715086914, , 7715086914",Contact Person : pranjal pandey
JAGDISH KATIRA,"door no-232/11- tejani house- opposite koliwada railway station- sion east- mumbai - 400022 , mumbai","Contact No : 9869226664, ,",Contact Person : mr. jagdish katira
SAM CONTAINERS MOVERS,"28- dev krupa building- 3rd floor- room no.309- raichur street- wadi bunder- mumbai , mumbai","Contact No : 9320548613, 9820548613, 23705531,",Contact Person : ankush satre
VAISHNAVIE ROAD CARRIERS,"201- doshi chember- poona street- dana bunder masjid east- mumbai , mumbai","Contact No : 9820871246, 9619901246, 9819648708, 32081505,",Contact Person : jd dubey
APT LOGISTICS,"no. b222� s.v. road�goregaon west- mumbai -400062 , mumbai","Contact No : 9870412298, 022 , 28762333, 022 , 28725666,",Contact Person : bala iyer
VICTORY HOME PACKER & MOVERS,"28/30- sholapur street- opp. doshi chamber- dana bunder- masjid east- mumbai , mumbai","Contact No : , 23774242,",Contact Person : NULL
DELHI UPMP TRANSPORT CO.,"no. 144a� kazi sayed street�mandvi- mumbai -400003 , mumbai","Contact No : 9322791352, 022 , 23429086,",Contact Person : r.k. yadav
AVG LOGISTICS PVT LTD,"vashi navi mumbai , mumbai","Contact No : 9322630611, 27832870,",Contact Person : sukhbeer jangra
21ST CENTURY RELOCATIONS,"26- 1st floor- shipping house- kumtha street- fort- mumbai -400001 , mumbai","Contact No : 9833814104, 9284419018, 9034141677, 56333232,",Contact Person : satish
MALTI ROAD CARRIER,"5025 bima complex steel market kalamboli , mumbai","Contact No : 7666460007, , 7666460007",Contact Person : ganesh shukla
RAJ EXPORT,"14- kanti sadan- sayani cross road- prabhadevi- opp. saimon house- mumbai - 400025 , mumbai","Contact No : 9820000091, 22, 24321082, 24216455,",Contact Person : mr. rajesh v. malde
VIJAY ROADLINES ORGANISATION,"shop no.b-2- tirupati apartment- plot no.17 & 18- near hotel yogi executive- turbhe- navi mumbai , mumbai","Contact No : +919320505577, +919869001587, 02227831377,",Contact Person : mata prasad gupta
VIRAJ LOGISTICS,"b 2-702/703- sankalp- near mars hotel- navpada- marol- andheri east mumbai , mumbai","Contact No : 9820133211, 022, 28392158,",Contact Person : viral goradia
I. M. N. C LOGISTICS P LTD.,"p7- lane 3- sector 9- cbd belapur- navi mumbai - 400 614- maharashtra- india , mumbai","Contact No : 9870695602, ,",Contact Person : mr. v. mahesh (director)
ABG INFRALOGISTICS LTD.,"5th floor-� bhupati chambers- 13 mathew road , mumbai","Contact No : , 022 , 23649236, 022 , 23649236,",Contact Person : NULL
TRANSFREIGHT CARRIERS INDIA,"7- kashimira apt. western express highway- opp. vasani petrol pump- mira- distt. thane , mumbai","Contact No : 9322597184, 9892107144, 9702298889, 022, 28457927,",Contact Person : pk mishra
PRAGATI PACKERS & MOVERS,"r.no.b/85- near rly station- sector-3- airoli- navi mumbai , mumbai","Contact No : 9321999501, 9987039501, 9321999502, 32969501,",Contact Person : NULL
DEVA PACKERS & MOVERS,"shop no.3- shiv darshan apt. airoli- navi mumbai , mumbai","Contact No : 9892282255, 9324558637, 32215243,",Contact Person : NULL
PILANIA LOGISTICSOLUTION PVT LTD,"c-504- steel chamber- steel market. kalamboli. , mumbai","Contact No : 9768036960, 022, 27423732, 9768036960",Contact Person : rajesh kumar
BAKSHI ROADWAYS,"6- neha apartment- mg road- charkop village- kandivali west- mumbai , mumbai","Contact No : 9820236662, 9820237776, 28603812,",Contact Person : jaideep bakshi
ZALE SHIPPING & LOGISTICS SERVICES PVT LTD,"ghatkopar , mumbai","Contact No : 9324034491, 25003120,",Contact Person : abhishek
CENTRAL CARGO PACKERS & MOVERS,"29- samtinath inustrial estate- chincholi road- mala west- mumbai , mumbai","Contact No : , 28785533, 2878773,",Contact Person : NULL
TRISHUL TRANSPORT SERVICE,"39- bhabrekar nagar- opp. champion biscuits- govt. indl. estate- charkop- kandivali west- mumbai , mumbai","Contact No : 9324683794, 9867286860, 28683794,",Contact Person : by mhetre
AMAN CONTAINER SERVICE,"c-4077- bima complex- steel market- kalamboli- navi mumbai , mumbai","Contact No : 9820693601, 9320693601, 9320735427, 9920825427, 27425628,",Contact Person : kuldeep jangra
